0,0,0,0,0,0,0,0,0,0,1,0,1,-2,1,1,-2,0,0,0,0,5,2,2,1,x,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,0,0,0,1,2,0,1,-2,1,1,-2,0,0,0,0,5,x,2,2,x,1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,-1,1,-1,1,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,x,1,1,-2,0,0,0,0,5,0,1,2,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,0,0,0,0,0,1,x,2,2,-2,1,1,-2,0,0,0,0,0,0,1,1,3,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,0,0,0,0,0,2,2,-2,2,x,x,x,1,-2,0,0,0,0,0,0,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,0,0,0,2,0,-2,0,2,2,-2,4,-2,0,1,0,0,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,-1,1,-1,1,-1,1,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,0,2,0,-2,0,2,0,-2,0,x,2,-2,2,0,-11,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,2,0,x,0,x,0,-2,0,2,0,-2,0,0,x,0,2,0,-11,0,0,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,-1,1,-1,1,-1,1,-1,1,-1,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,0,2,0,-6,0,x,0,-2,0,2,0,-2,0,0,-11,0,2,0,-11,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,2,0,-6,0,0,0,0,0,x,0,4,0,x,-11,-2,0,2,0,-2,0,0,-11,0,2,0,3,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,x,0,0,0,0,-11,4,0,-11,0,-2,0,x,0,-2,0,2,0,-2,0,0,0,2,x,x,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,-11,0,-2,0,0,0,0,4,0,0,0,-2,0,4,0,-2,0,2,0,-2,0,2,0,-2,0,0,0,2,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,-2,0,0,0,0,4,0,0,0,-2,0,4,0,-2,0,x,0,x,0,x,0,-2,0,2,0,-2,0,0,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,4,0,0,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,2,0,-2,0,2,0,-2,0,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,-1,1,-1,1,-1,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,4,0,0,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,x,0,-2,0,2,0,-2,0,2,0,-2,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
4,0,0,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,-1,1,-1,1,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,x,0,x,0,x,0,-2,0,2,0,-2,0,2,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-2,0,0,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,2,0,-2,0,2,0,-2,0,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,x,0,-2,0,2,0,-2,0,2,0,-2,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,-1,1,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,x,0,x,0,x,0,-2,0,2,0,-2,0,2,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,2,0,-2,0,2,0,-2,0,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,x,0,-2,0,2,0,-2,0,2,0,-2,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-2,0,0,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,-1,1,-1,1,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,x,0,x,0,x,0,-2,0,2,0,-2,0,2,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,2,0,-2,0,2,0,-2,0,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,-1,1,-1,1,-1,1,-1,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,x,0,-2,0,2,0,-2,0,2,0,-2,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,x,0,x,0,x,0,-2,0,2,0,-2,0,2,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-2,0,0,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,2,0,-2,0,2,0,-2,0,2,x,1,-1,1,-1,1,-1,1,-1,x,x,-1,1,-1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,x,0,-2,0,2,0,-2,0,2,0,-2,2,x,1,-1,1,-1,1,-1,1,-1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,2,x,1,-1,1,-1,1,-1,x,x,-1,1,-1,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,x,0,x,0,x,0,-2,0,2,0,-2,0,2,2,x,1,-1,1,-1,1,-1,-1,1,-1,1,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,2,0,-2,0,2,0,-2,0,2,x,1,-1,1,-1,x,x,-1,1,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,x,0,-2,0,2,0,-2,0,2,0,-2,2,x,1,-1,1,-1,-1,1,-1,1,-1,1,-1,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-2,0,0,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,2,x,1,-1,x,x,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,x,0,x,0,x,0,-2,0,2,0,-2,0,2,2,x,1,-1,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,2,0,-2,0,2,0,-2,0,2,x,x,x,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,x,0,-2,0,2,0,-2,0,2,0,-2,0,2,-1,1,-1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,2,0,-2,0,2,0,-2,0,2,2,x,x,x,x,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,x,0,x,0,x,0,-2,0,2,0,-2,0,2,2,0,-1,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-2,0,0,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,2,0,-2,0,2,0,x,0,-2,x,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,x,0,-2,0,2,0,-2,0,-4,0,0,-1,0,0,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,x,0,x,0,2,0,-2,0,3,0,0,0,0,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-6,0,-2,0,2,0,-2,-2,0,3,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,-6,0,-4,0,x,0,-2,0,x,0,x,-2,2,0,-2,0,0,0,4,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,x,0,-2,0,x,0,x,0,x,0,x,0,-2,0,-2,0,-4,0,0,-2,2,0,-2,0,2,0,-2,4,-1,x,-1,1,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-2,0,0,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,0,0,0,0,0,0,-2,0,x,0,-4,0,0,-2,2,0,-2,0,2,0,-2,-2,x,-1,x,-1,0,4,-3,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-4,0,-4,0,0,-2,2,0,-2,0,2,0,-2,-2,2,0,2,0,-1,-3,-2,-3,-1,x,-1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1
-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,4,0,-4,0,x,0,-4,0,x,0,-2,-2,3,0,-2,0,2,0,-2,-2,2,0,-2,2,x,-2,x,x,-3,x,0,-1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,x,0,-2,0,-4,0,x,0,x,0,4,0,-4,0,-2,-2,0,0,-2,0,2,3,-2,-2,2,0,-2,2,2,-2,-2,x,-3,-2,0,0,-1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,4,0,0,0,0,0,0,0,-6,0,-2,0,-2,-2,4,0,-2,0,x,3,-2,-2,2,3,x,2,x,-2,-2,x,x,-2,-2,0,0,-1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,-8,0,-8,0,0,0,-2,0,-2,-2,0,0,-2,0,0,3,-3,-2,-2,3,3,2,2,-2,-2,2,2,-2,-2,0,0,0,-1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-2,0,0,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,x,0,x,0,0,0,4,0,x,0,0,0,-2,0,x,-2,0,0,-2,0,0,-3,0,-2,-2,0,3,2,x,x,x,x,2,x,-2,2,2,-2,-2,-1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,0,0,0,0,0,0,-6,0,0,-2,0,0,-2,0,-3,-3,-2,-2,-2,0,0,0,0,0,0,5,2,0,-2,2,2,-2,-2,x,x,-2,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,10,0,0,0,0,0,0,-2,0,0,-2,-3,-3,2,-2,-2,-2,0,0,0,0,0,0,0,2,0,-2,-2,2,-2,x,2,2,-2,-2,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,x,0,0,0,4,0,10,-2,0,0,3,-3,x,x,-2,-2,-2,2,0,-2,0,0,0,0,2,0,-2,-2,2,-2,-2,2,2,-2,-2,2,x,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,0,0,4,0,10,-2,0,0,-3,10,10,0,-2,3,-2,2,10,-2,0,2,0,-2,2,0,-2,-2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,0,0,4,10,x,-2,0,-3,3,0,10,0,-2,10,-2,2,x,-2,3,2,-2,x,-2,2,-2,-2,2,-2,x,2,2,-2,-2,2,2,-2,-2,2,2,x,x,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-2,0,0,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,0,0,4,0,-2,-2,-3,0,4,-2,10,-2,-2,3,-2,x,0,x,0,2,-2,-2,x,2,-2,x,0,x,0,x,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,0,4,4,0,-2,-2,0,4,4,-2,x,-2,-2,0,x,0,10,0,3,2,-2,-2,10,2,-2,-2,0,2,0,0,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,-2,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-2,0,0,0,4,0,-2,0,-2,0,4,0,-2,0,0,0,4,0,-2,0,0,4,4,0,-2,-2,0,4,4,-2,-2,-2,-2,4,4,-2,0,0,3,2,-2,-2,10,x,-2,-2,0,2,-2,-2,3,3,-2,2,x,-2,-2,2,2,-2,-2,2,2,-2,-2,2,2,-2,2,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
