1,0,1,1,1,-1,0,0,0,0,-1,0,0,1,0,-1,0,0,0,-1,0,1,1,1,-1,1,-1,0,-1,0,0,0,0,0,0,1,0,-1,0,1,0,0,1,0,0,-1,-1,0,-1,0,-1,-1,-1,0,1,0,1,0,0,0,0,0,1,1,0,0,-1,0,-1,0,0,-1,1,1,-1,-1,1,0,0,1,0,0,0
0,1,0,1,x,1,-1,0,0,-1,0,0,0,0,-2,0,0,0,-1,0,0,0,1,x,1,-1,1,-1,0,0,0,0,0,0,0,0,-2,0,0,0,1,0,0,1,-1,-1,0,-1,0,-1,-1,-1,0,0,0,1,0,1,0,0,0,0,0,1,1,-1,0,-1,0,0,-1,0,1,x,x,-1,0,1,0,0,1,0,0
0,0,1,0,1,-1,1,-1,-1,0,0,0,-2,0,0,0,0,-1,0,0,0,0,0,1,-1,1,-1,1,-1,0,0,0,0,0,-2,0,0,0,0,0,0,1,1,-1,x,-1,-1,0,-1,-1,-1,0,0,0,0,0,1,0,1,0,0,0,0,1,x,1,-1,0,0,-1,0,0,0,1,-1,0,0,0,1,0,0,1,0
0,0,0,1,-1,1,-1,x,-1,0,-2,0,0,0,0,0,-1,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,0,0,-2,0,0,0,0,0,0,0,0,1,x,1,-1,-1,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,-1,1,-1,-1,0,0,0,1,-1,1,-1,0,0,0,1,0,0,1
0,0,1,-1,1,-1,1,-1,-2,-2,0,0,0,0,0,-1,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,3,0,0,0,0,0,0,0,0,0,0,0,1,-1,x,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,-1,1,-1,x,-1,0,0,1,-1,1,-1,1,-1,0,0,0,1,0,0
0,1,-1,1,-1,x,x,x,x,-2,0,0,0,0,-1,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,1,3,0,0,0,0,0,0,0,1,-1,1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,-1,1,-1,1,-1,0,0,1,-1,1,-1,1,-1,1,-1,0,0,0,1,0
1,-1,1,-1,1,-1,0,-2,0,0,0,0,0,-1,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,1,0,1,3,0,0,0,1,-1,1,-1,x,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,1
-1,1,-1,1,-1,x,2,0,0,0,0,0,-1,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,1,0,1,0,1,4,-1,1,-1,1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,0
1,-1,1,-1,1,-1,0,0,2,0,0,-1,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,1,0,1,4,x,x,-1,1,x,x,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0
-1,1,-1,1,-1,1,-1,0,0,0,-3,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,1,0,1,4,-1,1,4,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0
1,-1,1,-1,1,-1,1,4,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,1,4,x,4,0,1,x,x,-18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,-1,1,-1,1,0,0,1,4,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,1,-1,1,-1,1,-1,1,-1,1,0,1,4,0,1,4,1,4,0,-18,0,1,-18,4,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
1,-1,1,-1,1,-1,1,-1,1,0,4,1,4,1,x,x,-1,1,-1,1,-1,1,-1,1,x,1,-1,1,x,1,x,x,-1,1,-1,1,-1,1,0,1,4,0,1,4,1,-2,4,-2,x,1,-18,0,0,-18,4,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,-1,1,-1,1,-1,1,0,4,1,4,-3,-3,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,2,0,1,-3,x,-1,1,x,1,-1,1,0,1,4,1,x,4,x,x,4,0,x,x,-18,0,0,-18,0,0,-18,5,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
1,-1,1,-1,1,-1,1,-1,x,-1,2,-3,x,1,4,x,2,x,x,1,-1,1,-1,1,-1,1,-1,1,x,2,x,1,2,x,0,1,x,1,-1,2,5,1,0,1,1,4,0,0,4,0,-18,4,0,0,0,-18,0,5,-1,x,-1,1,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,-1,1,-1,1,2,0,0,0,2,0,1,0,0,1,3,-1,1,-1,1,-1,1,-1,1,-1,1,0,2,2,x,3,2,0,1,x,1,-1,x,x,1,-1,x,x,0,0,1,4,0,0,-4,0,0,4,-2,-1,0,-1,1,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
1,-1,1,-1,1,-1,1,-1,1,1,2,0,0,2,2,1,0,3,x,x,x,x,-1,1,-1,1,-1,1,-1,1,0,0,2,2,x,2,x,1,-1,1,-1,1,-1,1,-5,0,0,0,-4,1,0,0,1,-3,-3,-1,-1,0,-1,x,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,-1,1,-1,1,-1,1,1,1,2,0,2,2,2,0,0,0,3,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,2,2,2,x,1,x,1,-1,1,x,x,-5,0,0,0,x,3,-3,-1,1,-1,-1,-1,-1,0,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
1,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,2,0,2,2,2,3,-1,1,-1,x,-1,1,-1,1,-1,1,-1,1,0,0,0,0,2,2,2,1,x,1,-1,1,0,0,-5,3,-3,-1,0,x,1,x,x,-1,-1,0,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,2,2,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,0,0,2,2,2,x,1,-1,-3,-3,-1,-5,-1,-5,3,0,0,1,-1,-1,0,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,1,2,2,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,0,0,0,x,2,x,x,x,-1,x,-1,-5,0,0,3,1,x,x,-1,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,1,1,1,1,2,-3,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,0,0,0,0,0,-4,-1,0,-1,0,0,0,0,0,0,1,-3,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,x,x,1,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,-4,-1,0,0,-1,0,-1,0,0,0,0,1,-3,-1,0,x,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,0,0,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,-4,0,-4,-1,-4,0,-1,0,-1,0,0,1,-3,-1,0,x,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
