0,1,0,1,1,0,1,1,0,-1,-1,0,1,-1,0,1,-1,0,1,1,-1,0,1,-1,0,1,0,-1,1,0,0,0,-1,0,1,-1,1,1,0,0,1,0,1,0,0,0,0,-1,1,0,0,0,0,0,0,1,-1,-1,0,0,-1,0,0,-1,0,0,0,0,0,-1,1,1,-1,1,-1,1,-1,1,-1,0,1,1,0
0,0,1,0,1,1,0,1,-2,-1,0,1,-1,1,-2,-1,1,-1,1,x,1,-2,-1,1,-1,0,-2,0,0,1,0,-1,0,1,-1,1,-1,1,1,0,0,1,0,1,0,0,-1,0,0,1,0,0,0,0,1,-1,x,-1,0,-1,0,0,-1,0,0,0,0,0,-1,0,1,x,1,-1,1,-1,1,-1,1,-1,0,1,1
0,0,0,1,0,1,2,-1,x,0,-2,x,x,x,x,x,-1,1,x,2,-1,x,1,-1,x,2,0,0,0,0,-2,0,1,-1,1,-1,1,-1,1,1,0,0,1,0,1,-1,0,0,0,0,1,0,0,1,-1,1,-1,0,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,0,1
0,0,0,0,1,0,x,1,3,-1,0,0,0,0,0,-1,0,0,1,-1,0,-2,-1,1,-1,0,0,2,-2,0,0,1,-1,1,-1,1,-1,1,-1,1,1,0,0,1,-1,1,-1,0,0,0,0,1,1,-1,1,-1,1,-1,0,0,-1,0,0,0,0,0,-1,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0
0,0,0,0,0,1,0,0,x,0,1,3,-1,0,-1,0,0,1,-1,x,2,-1,1,-1,1,-1,-2,0,0,2,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,1,-1,1,-1,1,-1,0,0,0,1,x,1,-1,1,-1,1,-1,-1,0,0,0,0,0,-1,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,1,0,0,0,3,x,3,2,3,-1,1,-1,1,-2,-1,x,x,x,x,1,-1,-2,2,1,-1,x,x,1,-1,1,-1,1,-1,1,-1,1,x,1,-1,1,-1,1,-1,0,0,0,1,-1,1,-1,1,-1,x,-1,0,0,0,0,-1,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,1,0,0,0,3,x,3,x,x,x,x,x,x,-2,-1,0,0,-5,x,x,x,x,x,x,-3,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,0,0,0,0,-1,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,3,0,-2,-7,-1,0,0,0,0,0,0,0,-3,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,1,-1,0,0,-1,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,0,0,6,0,0,-7,-1,0,0,-2,3,0,x,0,-2,0,0,0,-3,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,-1,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,-7,-1,0,0,0,0,0,-1,0,-2,6,0,0,0,-2,3,0,-3,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,x,-1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,-1,0,0,0,0,0,-1,-2,-2,0,0,0,-2,0,-3,-3,6,0,3,0,-3,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
