-1,1,0,0,0,-1,1,1,1,0,0,0,0,0,1,1,0,1,0,-1,1,-1,0,0,-1,0,0,1,0,0,1,0,1,1,-1,-1,-1,-1,0,0,-1,-1,0,1,0,0,0,1,0,-1,0,-1,1,-1,0,-1,-1,0,1,1,0,1,-1,0,0,1,0,-1,0,0,0,0,1,0,0,-1,0,-1,0,1,0,-1,0
0,0,1,0,-1,0,0,1,1,1,0,0,0,0,0,1,1,0,-2,1,-1,1,-1,-1,0,0,0,0,1,0,0,1,1,x,x,-1,-1,0,0,-1,-1,0,0,0,1,0,0,0,-2,0,-1,1,-1,1,-1,-1,0,0,0,1,1,-1,1,-1,0,0,-2,0,0,0,0,0,0,1,-1,0,-1,0,0,0,-2,0,0
0,0,0,-2,0,0,0,0,1,1,1,0,0,0,0,0,x,1,1,x,1,-1,x,-1,0,0,0,0,0,1,0,0,1,1,-1,-1,0,0,-1,-1,0,0,0,0,0,1,-2,0,0,-1,1,-1,1,-1,x,-1,0,0,0,1,x,1,-1,1,3,0,0,0,0,0,0,0,1,-1,1,-1,0,0,-2,0,0,0,0
0,-2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,-1,1,-1,0,0,0,0,0,0,0,1,0,1,x,x,-1,0,-1,-1,0,0,0,0,1,-2,0,1,0,-1,1,-1,1,-1,1,-1,0,0,0,0,0,1,-1,1,-1,1,0,1,3,0,0,0,1,-1,1,-1,1,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,x,1,-1,1,-1,0,0,0,0,0,0,0,1,0,1,-1,0,-1,-1,0,0,0,1,-2,0,1,0,0,-2,1,-1,1,-1,1,-1,1,-1,0,0,0,1,-1,1,-1,1,-1,1,0,1,0,1,4,-1,1,-1,1,-1,1,0,1,3,0,0,0
0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,-1,1,-1,1,-1,0,0,0,0,0,0,0,1,-1,1,-1,-1,0,0,1,-2,0,1,0,0,-3,1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,0,1,4,x,x,-1,1,x,x,-1,1,0,1,0,1,3
0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,-1,1,-1,1,-1,1,-1,0,0,0,0,0,1,-1,1,-1,x,-1,1,-2,0,1,0,-3,1,0,0,x,x,1,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,0,1,4,-1,1,4,1,-1,0,0,1,0,1,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,1,-1,1,-1,1,2,-2,-2,1,-2,0,1,0,0,1,0,0,1,-1,1,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,4,x,4,0,1,x,x,-3,4,1,1,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,x,x,x,x,x,x,0,x,0,0,1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,4,0,1,x,1,4,0,-3,4,1,2,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,x,1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,4,0,1,x,1,4,0,x,4,1,x,x
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,4,0,1,4,1,4,0,1,4,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,4,0,1,4,1,2,4,1,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,1,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,4,0,1,4,1,x,x,1,2
0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,-1,1,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,4,0,1,4,1,1,4,1
0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,-1,1,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,4,0,1,4,1,1,4
0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,4,0,1,4,1,1
0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,4,0,1,4,1
0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,4,0,1,4
0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,1
0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0
0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0
0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
