5,0,0,0,-4,-4,-4,-4,5,5,0,4,0,-4,-4,-4,0,5,5,4,0,0,-4,-4,0,-4,5,4,0,0,0,-4,0,0,0,x,0,0,0,-8,3,0,0,-4,-4,0,0,3,x,-4,3,3,-4,0,-4,x,0,0,4,0,0,-4,-4,0,0,0,4,-4,4,0,-4,0,0,-4,4,2,0,0,-4,-4,0,2,4
-4,-4,-4,-4,5,5,0,4,0,-4,-4,-4,0,5,5,4,0,0,-4,-4,0,-4,5,x,0,0,-4,-4,0,0,0,x,0,0,0,8,3,0,0,-4,-4,0,0,3,0,-4,0,x,-4,0,x,0,0,3,x,0,0,-4,-4,0,0,0,4,-4,0,0,-4,0,0,-4,4,0,4,0,-4,-4,0,2,4,0,0,-4,-4
5,5,0,4,0,-4,-4,-4,0,5,5,4,0,0,-4,-4,0,-4,5,x,0,0,-4,-4,0,0,0,5,0,0,0,-4,3,0,0,-4,-4,0,8,3,0,-4,0,x,-4,0,3,-4,0,0,0,0,0,-4,-4,0,3,0,4,-4,-4,0,-4,0,0,-4,4,0,0,0,-4,-4,0,0,4,0,4,-4,-4,2,0,0,4
0,-4,-4,-4,0,5,5,4,0,0,-4,-4,0,-4,5,x,0,0,-4,-4,0,0,0,5,0,0,0,-4,3,0,5,-4,x,0,8,3,-4,-4,0,-4,-4,8,3,-4,0,0,8,0,0,6,-4,0,3,0,4,-4,-4,0,-4,3,0,-4,4,-4,0,0,-4,-4,0,0,4,0,0,-4,-4,0,0,0,4,0,4,2,-4
0,5,5,4,0,0,-4,-4,0,-4,5,x,0,0,-4,-4,0,0,0,5,0,0,0,-4,3,0,5,-4,5,0,8,3,-4,-3,0,x,-4,8,3,x,0,0,x,0,0,-3,-4,8,3,8,x,-4,x,0,x,x,0,-4,x,-4,0,0,x,x,0,0,x,0,0,-4,-4,0,0,0,4,0,0,0,-4,0,0,0,4
0,0,-4,-4,0,-4,5,x,0,0,-4,-4,0,0,0,5,0,0,0,-4,3,0,5,-4,5,5,8,x,-4,5,-3,5,-4,x,3,8,0,-4,8,0,-4,-7,-7,0,3,8,8,-4,0,0,0,3,0,-4,0,6,0,8,0,-4,0,0,0,0,0,-4,-4,0,0,0,4,0,0,0,-4,0,0,0,4,0,0,0,-4
0,-4,5,0,0,0,-4,-4,0,0,0,5,0,0,0,-4,3,0,5,-4,5,0,5,3,-4,5,0,-2,-4,x,x,x,5,-4,x,-7,-2,3,8,3,3,8,0,-2,-7,0,8,3,0,-4,-7,0,0,8,-2,-4,0,0,0,0,0,6,-4,0,0,x,4,0,0,0,-4,0,0,0,4,0,0,0,-4,0,0,0,4
0,0,-4,-4,0,0,0,5,0,0,0,-4,3,0,5,-4,5,0,0,3,x,5,0,5,-4,x,3,5,-7,-4,5,-7,-2,0,2,5,0,x,3,8,3,-2,-2,x,8,-4,8,-7,-2,8,3,-3,-2,0,8,0,0,0,-4,8,0,8,4,0,0,0,-4,6,0,0,4,0,0,0,-4,0,0,0,4,0,0,0,-4
0,0,0,0,0,0,0,-4,3,0,5,-4,5,0,0,3,x,5,0,5,-4,x,3,0,x,-2,5,-7,5,3,-2,0,x,-7,0,5,3,3,x,-2,x,x,8,-2,0,-2,-2,8,-3,x,x,0,8,3,x,-2,-2,8,x,-3,0,0,x,0,0,8,x,8,0,8,-4,0,0,6,4,0,0,0,-4,0,0,0,4
0,0,0,-4,3,0,0,-4,0,0,0,3,0,5,0,5,-4,5,3,0,x,5,5,-3,5,3,-7,0,-2,0,0,5,3,5,3,-2,0,-2,-7,3,-3,-2,-2,-2,-2,x,-3,-2,0,0,8,3,0,-2,-2,8,x,-3,-2,0,8,0,0,0,0,8,-4,-3,0,0,4,8,0,8,-4,8,0,8,4,6,0,0,-4
3,0,0,-4,0,0,0,3,0,5,0,0,-4,0,2,3,5,0,5,-7,3,x,x,3,0,0,x,5,x,5,3,-7,x,x,0,x,2,x,x,-2,-2,-2,x,x,x,2,0,0,8,3,0,-2,-2,0,x,-3,-2,0,8,0,0,0,-4,8,-3,-3,4,0,8,0,-4,0,0,8,4,0,0,8,-4,8,0,8,4
0,0,0,3,0,0,0,2,-4,0,3,5,-7,0,5,-7,2,2,3,2,3,5,-7,x,-7,0,3,0,0,0,0,0,5,3,5,0,0,-2,-3,-2,0,0,0,0,0,0,8,3,0,-2,-2,0,x,-3,3,0,8,0,-4,0,0,-3,x,0,0,0,x,0,0,0,x,8,0,0,-4,0,8,0,4,0,0,8,-4
0,0,0,0,-4,-7,3,0,-7,2,0,-7,2,-2,5,-7,5,-7,x,x,-7,x,0,3,x,0,x,-7,0,3,5,0,5,0,0,-3,3,x,0,5,0,0,0,0,8,3,0,-2,-2,8,x,-3,-2,0,x,-4,0,-2,-3,0,0,-4,0,0,8,0,0,0,0,0,-4,0,0,0,4,0,0,0,-4,8,0,0,4
-4,-7,2,0,-7,2,-2,-7,x,3,-7,x,0,-7,2,0,-2,2,3,5,-7,5,0,5,0,0,3,5,0,0,0,0,x,5,3,5,0,5,0,3,-3,3,8,3,5,-2,-2,x,x,-3,-2,-4,x,3,-3,x,0,x,0,3,0,0,0,0,0,0,-4,0,0,0,4,0,8,0,-4,0,0,0,4,0,0,0,-4
-7,0,0,-7,x,0,-7,2,0,0,0,-7,3,-7,-2,0,2,0,-2,x,0,x,2,3,5,0,5,0,5,3,0,0,5,0,0,5,0,x,2,x,x,x,x,-2,x,x,x,3,-2,x,x,x,-3,0,-2,0,3,0,0,0,0,0,-7,0,0,0,4,0,0,0,-4,0,0,0,4,0,0,0,-4,0,8,0,4
0,0,0,0,-7,0,-7,0,0,2,0,0,-2,0,2,3,-2,-2,2,0,-2,0,0,0,2,0,3,2,3,5,0,5,3,5,3,0,0,5,0,0,-5,-2,0,0,0,0,-2,0,0,-3,3,-2,-2,0,0,-7,0,0,0,-6,0,0,4,0,0,0,-4,0,0,0,4,0,0,0,-4,0,0,0,4,0,0,0,-4
0,0,0,0,0,0,0,0,0,0,-2,2,2,3,-2,-2,2,3,x,0,x,0,-2,0,0,0,2,2,0,x,2,3,x,3,5,3,5,3,5,-3,0,0,5,0,-2,-2,-3,-3,3,-2,-2,0,0,3,0,-2,0,0,4,0,0,0,-4,0,0,0,4,0,0,0,-4,0,0,0,4,0,0,0,-4,0,0,0,4
0,0,0,0,0,0,0,0,-2,2,2,3,-2,x,2,3,x,0,-5,0,-5,0,0,0,0,0,0,0,2,2,0,5,2,0,3,0,x,x,3,5,3,5,x,-2,-3,-3,-2,x,-2,-2,0,3,0,-2,4,0,3,0,x,-2,0,0,4,0,0,0,-4,0,0,0,4,0,0,0,-4,0,0,0,4,0,0,0,-4
0,0,0,0,0,0,-2,2,2,0,x,2,2,-2,x,-5,2,3,3,0,0,0,0,-5,0,0,0,0,0,0,2,2,2,0,2,2,4,3,3,5,0,x,-3,x,x,0,x,-2,-2,-3,0,-2,0,0,3,3,-2,-2,4,3,3,0,-4,0,0,0,4,0,0,0,-4,0,0,0,4,0,0,0,-4,0,0,0,4
0,0,0,0,-2,0,0,0,-2,2,3,-2,0,2,2,-2,0,0,x,2,3,3,0,0,0,0,-5,0,0,0,0,0,2,2,2,0,2,2,2,-3,-3,3,0,0,5,-2,5,-3,-2,-2,0,0,3,0,x,x,0,3,x,x,-2,4,x,3,0,0,-4,0,0,0,4,0,0,0,-4,0,0,0,4,0,0,0,-4
0,0,-2,0,0,0,-2,2,0,-2,0,2,3,x,0,2,2,-2,0,0,0,x,2,3,3,0,0,0,0,-5,0,0,0,0,2,2,x,-3,2,2,2,-3,3,-2,x,0,x,-2,0,5,-3,5,-3,-2,-2,3,0,0,-2,3,3,0,-4,0,0,4,x,0,0,0,-4,0,0,0,4,0,0,0,-4,0,0,0,4
-2,0,0,0,-2,2,0,-2,0,2,0,-2,0,2,3,x,0,2,2,-2,0,0,0,0,x,2,3,3,0,0,0,0,-5,0,-3,0,2,2,x,-3,x,x,2,x,0,4,0,x,-3,-3,0,-2,-2,3,5,3,-3,-3,x,-2,-4,0,3,3,0,-4,-4,0,0,4,4,0,0,0,-4,0,0,0,4,0,0,0,-4
0,0,-2,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,3,x,0,2,2,-2,0,0,0,0,0,x,2,3,3,-3,0,0,2,-5,-3,0,2,2,0,-3,4,0,2,-3,-3,4,-2,x,2,0,x,-3,-3,0,x,x,3,x,-3,-2,x,0,0,3,x,0,0,-4,-4,0,0,4,4,0,0,0,-4,0,0,0,4
-2,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,3,x,0,2,2,-2,0,2,0,0,-3,0,x,2,3,-3,0,0,2,-5,x,4,2,2,-3,-3,4,-2,x,0,0,-3,-3,-3,2,0,0,-3,3,-3,0,-2,0,3,0,0,0,-4,-4,0,3,0,4,0,-4,0,-4,0,0,4,4,0,0,0,-4
0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,3,x,0,2,2,x,0,2,2,0,-3,0,-5,2,0,-3,4,2,2,x,x,x,x,x,0,-3,-3,-3,4,0,0,0,-3,0,-3,0,-2,x,0,3,0,-4,-4,0,3,0,4,0,-4,0,-4,3,0,0,4,-4,0,0,-4,0,0,4,4
0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,3,3,0,3,2,x,0,2,x,0,-3,0,-5,2,0,0,0,2,-7,0,-3,-3,-3,4,0,0,0,-3,0,-3,4,-2,-2,3,0,-4,-4,0,0,0,x,0,-4,0,-4,3,0,0,4,-4,0,0,x,3,0,0,x,0,0,0,-4
0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,2,3,3,-3,3,x,0,2,0,-7,-3,0,4,2,0,-3,-3,2,4,0,-3,0,-3,0,-3,4,-2,x,x,-4,-4,-4,-2,0,x,3,-4,0,-4,3,0,0,0,-4,0,0,3,3,0,0,-4,0,0,0,-7,0,0,0,0
0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,2,-2,x,2,x,2,3,3,3,x,0,x,2,-7,x,x,-3,x,4,-3,-3,-2,-3,2,x,-2,-2,-4,-4,-4,3,4,-2,3,-4,-4,-4,0,0,0,3,-4,0,0,3,3,0,0,-4,-7,0,3,3,0,0,-4,0,0,0,-7,0
0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,2,-2,0,2,-7,2,2,4,4,3,0,-3,2,4,x,-3,-2,x,0,x,4,x,-2,x,0,x,-2,x,x,-4,-4,3,-4,x,3,-4,0,-4,0,3,-7,3,-4,0,0,3,3,0,0,-4,-7,0,3,3,0,0,-4,0,0
0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,0,x,0,-2,4,2,-2,-2,4,2,3,2,x,x,-2,x,x,0,-2,-3,0,-4,0,0,-2,0,0,0,4,-4,x,0,-4,0,3,-4,0,-2,3,3,0,3,-4,0,0,0,3,-7,3,-4,0,0,3,3,0,0,-4,0,0,3,3,0,0
