0,1,0,1,1,-1,-1,1,-1,0,0,1,0,0,1,-1,1,1,1,0,0,1,-1,1,-1,0,1,-1,1,0,-1,-1,0,1,1,1,0,1,0,-1,1,-1,1,-1,-1,0,1,0,0,-1,-1,1,1,-1,0,0,0,0,1,0,0,0,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0,0,1,0,1,0,-1
0,0,1,1,x,x,x,-1,1,-1,0,0,1,1,-1,1,-1,1,1,1,1,-1,1,-1,1,-2,-1,1,-1,-2,-1,0,0,0,1,1,1,0,-2,1,-1,1,-1,x,-1,0,0,1,-1,-1,0,1,x,1,-1,0,0,0,0,1,0,-1,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0,0,0,0,1,0,-2,0
0,0,0,1,1,0,-1,1,-1,1,-1,0,1,x,1,-1,1,-1,1,1,x,1,x,x,x,x,x,x,x,-1,-2,0,0,0,0,1,x,1,1,x,1,-1,1,-1,0,0,1,-1,x,-1,0,0,1,-1,1,-1,0,0,0,0,-2,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0,0,0,0,0,-2,1,0,-2
0,0,0,0,1,-2,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,1,0,1,0,0,0,0,0,-8,0,0,0,0,0,0,0,1,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,1,-1,1,-1,1,-1,0,-2,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0,0,0,0,-2,0,0,-2,1,0
0,0,1,-2,1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,x,1,0,1,0,0,0,0,0,-8,0,0,0,0,0,0,0,1,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,2,0,0,0,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0,0,0,-2,0,0,-2,0,0,0,1
1,-2,0,1,1,x,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,-8,1,0,1,0,0,0,0,0,-8,0,0,0,0,0,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,2,-1,-1,-1,-1,-1,0,0,0,0,-1,-1,0,0,-2,0,0,-2,0,0,0,0,0,0
0,1,0,0,1,1,-1,1,-1,1,0,0,-1,-6,1,-1,1,-1,1,-1,1,-1,-8,1,0,1,0,0,0,0,0,-8,0,0,0,0,0,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,2,-1,-1,x,-1,-1,0,0,0,0,-1,-1,0,-2,0,0,-2,0,0,0,0,0,0,0,0
0,0,1,0,1,x,1,x,1,-1,1,-1,0,x,x,x,-1,1,-1,1,-1,1,-1,-8,1,0,1,0,0,0,0,0,-8,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,-1,-1,2,-1,-1,0,0,0,0,-1,-1,-2,-2,0,-2,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,1,0,1,-1,1,-1,1,-1,0,-1,5,1,-1,1,-1,1,-1,1,-1,-8,1,0,1,0,0,0,0,0,-8,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,2,-1,-1,2,-1,0,0,-1,x,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,1,-1,1,-1,1,-1,1,-1,0,x,x,1,-1,1,x,1,-1,1,-1,-8,1,0,-6,0,0,0,0,0,-8,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,-1,-1,2,-1,0,2,-1,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,0,-4,x,1,-1,1,-1,x,-1,1,-1,-8,-2,0,0,0,0,0,0,0,-8,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,-1,0,-1,2,-2,x,-2,x,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,-1,1,-1,1,-1,1,-1,x,-1,1,2,0,-2,x,x,-1,1,-1,1,x,x,x,-8,1,0,0,0,0,-8,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,-1,0,-1,-2,-2,-2,2,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,2,2,x,-2,2,0,3,1,-1,1,-1,1,-8,0,0,0,1,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,2,-2,-2,0,-2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,x,2,x,-8,2,x,x,1,x,1,-1,1,0,-8,0,0,1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,-2,-2,0,x,0,-2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
0,1,-1,1,-1,1,-1,x,-1,x,-1,1,-1,0,2,0,-8,2,0,-8,2,0,1,-1,1,-1,1,0,0,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,2,0,0,0,-2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0
1,-1,1,-1,1,-1,x,-1,-8,2,1,x,1,-2,0,-8,2,0,0,2,-8,2,x,1,-1,1,-1,1,0,0,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,-4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
