0,-1,-1,1,0,1,-1,0,0,-1,0,-1,1,1,0,1,1,0,0,0,0,-1,0,-1,-1,1,1,0,0,-1,0,-1,0,0,0,-1,0,0,0,0,1,1,0,-1,-1,0,0,0,0,-1,0,1,0,-1,1,0,0,0,1,0,1,-1,0,0,1,0,0,1,0,1,1,1,0,0,0,-1,1,0,1,-1,0,-1,0
-1,-1,0,0,1,-1,1,-1,-1,0,-1,0,0,1,1,0,1,1,0,0,-1,0,-1,-1,0,0,1,1,-1,0,-1,0,0,0,-1,0,0,0,0,0,0,1,-2,-1,0,0,0,0,-1,0,0,0,-2,0,0,1,0,0,0,1,-1,1,-1,0,0,1,0,0,1,0,1,1,1,0,-1,0,0,1,-1,1,-1,0,0
-1,0,0,1,-1,1,-1,x,-1,-1,0,0,0,0,1,1,0,1,1,-1,0,-1,-1,0,0,0,1,x,1,-1,0,0,0,-1,0,0,0,0,0,1,-2,-1,x,0,-1,0,0,-1,0,0,-2,0,0,0,0,0,1,0,1,-1,1,-1,1,-1,0,0,1,0,0,1,0,1,1,-2,0,0,1,-1,1,-1,1,-1,0
0,0,1,-1,1,-1,1,-1,-1,0,0,0,0,0,0,1,1,1,x,1,-1,-1,0,0,0,0,0,1,-1,1,-1,0,-1,0,0,0,0,1,-2,-1,x,0,-1,-1,0,0,-1,0,-2,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,0,0,1,0,0,1,-2,1,1,-2,1,-1,1,-1,1,-1,1,-1
0,1,-1,1,-1,1,-1,x,-1,0,0,0,0,0,0,0,1,1,1,-1,x,-1,0,0,0,0,1,-1,1,-1,1,-1,0,0,0,1,-2,-1,x,0,-1,-1,-1,0,0,-1,-2,-2,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,1,-2,0,1,-2,1,1,x,1,-1,1,-1,1,-1,1
1,-1,1,-1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,x,1,-1,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-2,-1,x,0,-1,-1,-1,-1,0,0,3,-2,-2,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-3,-2,0,1,-2,0,1,0,1,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,-1,1,-1,1,-1,0,0,0,0,0,0,0,0,0,1,-1,1,-1,0,0,1,-1,1,-1,1,-1,1,x,x,x,x,-2,-1,-1,-1,-1,-1,0,0,-2,-2,0,0,3,0,-2,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,x,x,x,1,x,-2,0,1,0,0,1,1,x,1,-1,1,-1,1,-1,1
1,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,-2,-1,-1,-1,-1,-1,-1,0,-2,-2,0,0,0,0,-2,0,0,3,0,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,-2,1,0,-2,0,1,0,0,1,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,-2,-1,x,-1,-1,-1,-1,-2,-2,0,0,0,0,-2,0,0,0,0,-2,-2,1,x,1,x,1,-1,1,-1,1,-1,1,-1,-3,0,0,-2,1,0,-2,0,1,0,1,x,1,-1,1,-1,1,-1,1
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,-2,-1,-2,-1,-1,-1,x,-2,-2,0,0,0,-2,0,0,0,0,-2,-2,0,0,0,1,0,1,-1,1,-1,1,-1,x,-1,x,-1,-2,0,0,-2,1,0,-2,0,1,0,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,-2,x,x,-1,-1,-1,-2,-2,0,0,0,-2,0,0,0,0,-2,-2,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,0,2,0,0,-2,0,0,-2,1,0,-2,0,1,-1,1,-1,1,-1,1,-1,1
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,1,0,-2,-1,-1,x,-2,-2,0,0,-2,0,0,0,0,-2,-2,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,0,-2,2,0,-2,0,0,-2,1,0,-2,-1,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,-1,1,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-2,-1,x,-2,-2,0,0,-2,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,x,2,0,-2,0,2,-2,-2,0,-2,-2,-1,x,-1,1,-1,1,-1,1,-1,1
1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,x,x,x,x,-2,-2,0,0,-2,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,x,-2,-2,0,2,-2,-2,0,x,-2,x,-1,0,-1,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,-2,-2,0,0,-2,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,x,2,0,2,-2,-2,0,2,-2,-2,0,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-3,-2,0,0,-2,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,2,-2,x,0,2,-2,-2,-2,2,-1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,-1,1,-1,1,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,x,x,0,-2,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,x,-1,x,x,-1,2,-2,-2,-2,2,0,x,x,x,x,x,1,-1,1,-1,1,-1,1,-1,1
1,-1,1,-1,1,-1,1,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,-2,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,3,-2,-2,-2,2,-2,-2,0,2,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,3,0,0,0,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-3,-2,-2,-2,2,x,-2,-2,2,0,-2,0,2,1,-1,1,-1,1,-1,1,-1,1,-1,1
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,1,-5,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,x,x,x,x,x,-2,-2,-2,2,0,-2,0,2,2,x,-1,x,x,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,x,1,-1,2,-2,1,-5,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,-2,-2,-2,2,0,-2,0,2,0,x,0,-2,2,0,1,-1,1,-1,1,-1,1,-1,1
1,-1,1,-1,1,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,x,2,x,x,x,x,x,x,-5,-2,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-2,-2,2,0,-2,0,2,0,-2,0,-4,0,0,0,2,x,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,-7,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,x,x,x,x,-2,-2,0,x,0,x,0,2,0,-2,0,-4,0,0,2,x,1,-1,1,-1,1,-1,1
1,-1,1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,x,1,-1,1,-1,1,0,0,-7,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,-2,-2,0,0,0,0,0,-6,0,x,0,2,0,-2,0,-4,0,2,x,1,-1,1,-1,1,-1
-1,1,-1,1,-1,1,-1,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,x,1,-1,1,-1,-3,-2,0,-7,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-3,-2,0,-6,0,0,0,-6,0,0,0,-4,0,x,0,2,0,-2,0,-4,2,x,1,-1,1,-1,1
1,-1,1,-1,1,-1,1,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,x,x,x,x,x,0,-2,0,-7,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,x,x,-6,2,0,0,4,0,-4,0,0,0,0,0,-4,0,x,0,2,0,-2,0,2,x,1,-1,1,-1
-1,1,-1,1,-1,1,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-7,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,1,-1,0,0,0,0,-6,3,2,0,0,0,0,6,0,0,0,0,0,2,0,-2,0,2,0,-2,2,x,1,-1,1
1,-1,1,-1,1,-1,1,-1,1,-1,0,1,x,1,x,1,-1,1,-1,1,-1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,1,-1,0,0,0,0,-6,0,-6,5,0,0,0,0,6,0,2,0,x,0,2,0,-2,0,2,0,2,x,1,-1
-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,0,1,-1,1,-1,1,-1,1,-1,1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,1,5,0,0,0,0,-6,0,0,0,0,0,0,5,5,6,0,2,0,x,0,2,0,-2,0,2,2,x,1
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,1,0,1,3,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,-1,1,-1,1,x,1,5,0,0,1,5,-6,0,0,0,0,0,0,0,0,0,6,5,4,0,x,0,2,0,-2,0,2,2
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,1,0,1,0,1,3,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,-1,1,-1,1,x,1,5,0,0,1,5,-6,0,1,5,0,0,0,0,0,0,0,6,5,4,0,x,0,2,0,-2,0
1,-1,1,-1,1,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,1,0,1,0,1,3,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,-1,1,-1,1,x,1,5,0,0,1,5,-6,0,1,5,0,0,1,5,0,0,0,0,6,5,4,0,x,0,2,0
-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,1,0,1,0,1,3,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,-1,1,-1,1,x,1,5,0,0,1,5,-6,0,1,5,0,0,1,5,0,0,1,5,5,6,5,4,0,x,0
1,-1,1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,1,0,1,0,1,3,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,-1,1,-1,1,x,1,5,0,0,1,5,-6,0,1,5,0,0,1,5,0,0,1,5,0,1,1,5,5,0
-1,1,-1,1,-1,1,-1,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,1,0,1,0,1,3,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,-1,1,-1,1,x,1,5,0,0,1,5,-6,0,1,5,0,0,1,5,0,0,1,5,0,1,1,5,0
