1,-1,1,-1,1,-1,1,x,1,0,-2,0,0,0,0,0,0,0,0,0,2,4,0,4,0,9,0,0,0,0,0,0,0,1,0,0,4,-1,x,-1,1,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,-1,0,-1,0,0,-1,0,0,-1,0,2,-1,0,2,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,-1,1,-1,1,-2,1,0,-2,0,0,0,0,0,0,0,0,0,0,2,0,0,4,0,4,0,0,4,0,0,0,3,4,-1,4,-1,0,4,-3,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,-1,0,0,-1,0,0,-1,0,0,-1,0,2,-1,0,-2,-1,1,-1,1,-1,1,-1,1,-1,1
1,-1,1,-1,1,x,x,x,1,-2,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,4,0,4,4,-1,0,x,x,-2,x,x,x,-1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,-1,0,0,-1,0,0,-1,0,-1,-1,-2,2,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,-1,1,1,-2,0,1,-2,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,x,-1,4,0,4,4,-1,0,0,-1,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,0,0,-1,0,0,-1,0,-1,x,x,2,-1,x,x,x,-1,1,-1,1,-1,1,-1,1
1,-1,1,-1,1,x,1,1,-2,0,1,-2,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,-1,4,0,0,4,-1,4,0,3,4,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,-1,0,-1,0,0,-1,0,-1,0,0,0,-1,0,2,-1,-1,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,-1,1,-2,1,1,-2,0,1,-2,1,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,4,-1,4,0,0,0,-1,4,0,2,4,x,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,-1,0,0,-1,0,-1,0,0,0,-1,0,2,-1,-1,x,-1,1,-1,1,-1,1,-1,1
1,-1,1,x,x,x,1,-2,1,1,-2,0,1,-2,1,0,-2,0,0,0,0,0,0,0,0,0,0,4,0,2,0,-1,x,0,0,4,-1,4,0,0,0,0,-7,0,0,4,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,-1,0,-1,0,0,0,-1,0,2,-1,-1,2,-1,1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,1,-2,0,1,-2,1,1,-2,0,1,-2,1,0,-2,0,0,0,0,0,0,0,0,4,0,2,0,-1,x,0,0,0,x,0,0,0,4,-1,4,0,0,4,0,-2,1,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,0,-1,0,0,0,-1,0,2,-1,-1,2,-1,x,x,x,-1,1,-1,1,-1,1
1,-1,1,x,1,1,-2,0,1,-2,1,1,-2,0,1,-2,1,0,-2,0,0,0,0,0,0,4,0,2,0,-1,x,0,0,0,0,0,0,0,0,-1,0,0,0,4,x,-2,1,-1,x,-1,x,-1,1,-1,1,-1,1,-1,1,-1,x,-1,-1,0,0,0,-1,0,2,-1,-1,2,-1,0,2,-1,-1,1,-1,1,-1,1,-1
-1,1,-1,1,-2,1,1,-2,0,1,-2,1,1,-2,0,1,-2,1,0,-2,0,0,0,0,4,0,2,0,-1,x,0,0,0,0,0,0,0,0,-1,0,0,0,4,-2,-2,1,-1,x,-1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,0,0,0,-1,0,2,-1,-1,2,-1,0,2,-1,-1,x,-1,1,-1,1,-1,1
1,x,x,x,1,-2,1,1,-2,0,1,-2,1,1,-2,0,1,-2,1,0,-2,0,0,4,0,2,0,-1,x,0,0,0,0,0,0,0,0,-1,0,0,0,-4,-2,x,1,-1,x,2,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,-1,0,0,-1,0,2,-1,-1,2,-1,0,2,-1,-1,2,-1,1,-1,1,-1,1,-1
0,1,1,-2,0,1,-2,1,1,-2,0,1,-2,1,1,-2,0,1,-2,1,0,-2,4,0,2,0,-1,x,0,0,0,0,0,0,0,0,-1,-4,0,0,4,0,0,1,-1,1,-2,0,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,-1,0,2,-1,-1,2,-1,0,2,-1,-1,2,-1,x,x,x,-1,1,-1,1
1,-2,1,1,-2,0,1,-2,1,1,-2,0,1,-2,1,1,-2,0,1,-2,-2,4,-2,2,0,-2,x,0,0,0,0,0,0,-4,0,-1,0,0,0,4,0,0,1,x,x,x,1,2,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,0,2,-1,-1,2,-1,0,2,-1,-1,2,-1,0,2,-1,-1,1,-1,1,-1
0,1,-2,1,1,-2,0,1,-2,1,1,-2,0,1,-2,1,1,-2,-2,x,-2,x,0,-2,-2,x,0,8,0,-4,0,0,0,0,-1,0,0,0,0,0,0,0,0,4,0,0,2,1,-2,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,-1,2,-1,-1,2,-1,0,2,-1,-1,2,-1,0,2,-1,-1,x,-1,1,-1,1
-2,0,1,-2,1,1,-2,0,1,-2,1,1,-2,0,1,-2,x,1,-2,-2,0,-2,-2,0,0,-4,0,0,0,0,0,0,0,-1,0,8,0,0,0,0,0,0,0,0,3,1,-2,x,x,2,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,2,-1,-1,2,-1,0,2,-1,-1,2,-1,0,2,-1,-1,2,-1,1,-1,1,-1
1,-2,0,1,-2,1,1,-2,0,1,-2,1,1,-2,0,1,-2,-2,1,-2,-2,-4,0,-4,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,9,-2,0,1,3,-3,-2,-1,x,-1,1,-1,1,-1,1,-1,1,-1,x,-1,-1,2,-1,0,2,-1,-1,2,-1,0,2,-1,-1,2,-1,x,x,x,-1,1
0,1,-2,0,1,-2,1,1,-2,0,1,-2,1,1,-2,-2,x,x,-2,x,0,x,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-11,0,x,-2,x,x,x,x,x,-1,x,-1,1,-1,1,-1,1,-1,1,-1,-1,0,-1,0,2,-1,-1,2,-1,0,2,-1,-1,2,-1,0,2,-1,-1,0,0
-2,0,1,-2,0,1,-2,1,1,-2,0,1,-2,x,1,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-11,0,0,0,0,0,0,0,0,0,-11,0,-2,0,0,0,0,0,0,-1,0,-1,1,-1,1,-1,1,-1,1,-1,x,-1,-1,0,2,-1,-1,2,-1,0,2,-1,-1,2,-1,0,2,-1,-1,2,-1,0
1,-2,0,1,-2,0,1,-2,1,1,-2,0,1,-2,-2,1,0,-2,0,0,-11,0,0,0,0,0,0,0,0,-1,-11,0,-2,0,0,0,0,0,0,0,-11,-2,0,0,0,0,0,0,0,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,0,2,-1,-1,2,-1,0,2,-1,-1,2,-1,0,2,-1,-1,2,-1,0,2
0,1,-2,0,1,-2,0,1,-2,x,1,-2,-2,1,0,-2,1,0,-2,-11,0,9,0,0,0,0,0,0,-1,-11,-2,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,-1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,-1,2,-1,-1,2,-1,0,2,-1,-1,2,-1,0,2,-1,-1,2,-1,0,2,-1
-2,0,1,-2,0,1,-2,-2,x,-2,x,1,0,-2,1,0,-2,-2,-11,x,0,0,9,0,0,0,0,-7,-2,-2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,2,-1,-1,2,-1,0,2,-1,-1,2,-1,0,2,-1,-1,2,-1,0,2,-1,0
1,-2,0,1,-2,-2,1,x,-2,0,0,-2,1,0,-2,-2,-11,-2,0,0,-7,0,-2,0,0,0,-2,-2,0,0,0,9,0,0,0,0,0,0,-17,9,0,0,0,0,0,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,-1,-1,2,-1,0,2,-1,-1,2,-1,0,2,-1,-1,2,-1,0,2,-1,0,2
0,1,-2,-2,1,-11,-2,1,0,-2,0,0,-2,-2,-11,-2,0,0,0,0,-2,-17,9,0,-2,-2,0,0,0,0,0,0,0,0,0,0,0,9,9,0,9,0,0,0,0,0,0,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-1,0,-1,0,2,-1,-1,2,-1,0,2,-1,-1,2,-1,0,2,-1,0,2,-1
-2,-2,1,-11,x,1,0,-2,1,0,-2,-2,-11,-2,0,0,0,0,-2,0,0,0,x,-2,0,0,0,0,0,0,-17,9,0,-2,0,0,0,9,0,9,0,0,0,0,0,0,-7,9,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,-1,-1,0,2,-1,-1,2,-1,0,2,-1,-1,2,-1,0,2,-1,0,2,-1,0
0,-11,0,1,0,-2,1,0,-2,-2,-11,-2,0,-17,0,0,-2,0,0,0,9,-2,0,0,0,0,0,0,-17,0,9,-2,0,0,0,0,0,0,9,-7,9,0,-2,0,0,0,9,x,9,-1,1,-1,1,-1,1,x,x,-1,1,-1,1,-1,-1,0,2,-1,-1,2,-1,0,2,-1,-1,2,-1,0,2,-1,0,2,-1,0,2
0,0,0,-2,1,0,-2,-2,0,-2,0,-17,0,0,-2,0,0,0,0,-2,0,0,0,9,0,0,-17,0,0,-2,0,0,-7,9,0,0,0,0,0,9,-2,-2,0,0,0,0,0,9,-1,x,-1,x,-1,1,-1,-3,-1,x,-1,1,-1,x,-1,2,-1,-1,2,-1,0,2,-1,-1,2,-1,0,2,-1,0,2,-1,0,2,-1
0,-2,0,0,-2,-2,0,-2,0,-17,0,0,-2,0,0,0,9,-2,0,0,0,0,0,0,-17,-7,0,-2,0,0,0,0,9,0,0,0,0,0,6,-2,-2,0,9,0,0,0,9,-1,9,-1,-2,-1,x,-1,x,-1,9,-1,1,-1,1,-1,2,-1,-1,2,-1,0,2,-1,-1,2,-1,0,2,-1,0,2,-1,0,2,-1,0
0,0,-2,-2,0,-2,0,-17,0,9,-2,0,0,0,0,-2,0,0,-7,0,-2,0,-17,0,0,x,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,9,0,0,6,9,x,x,x,x,-1,9,-1,0,-1,9,-1,x,x,x,-1,x,-1,-1,2,x,-1,2,-1,-1,2,-1,0,2,-1,0,2,-1,0,2,-1,0,2
-2,-2,9,-2,0,-17,0,9,-2,0,0,-7,0,-2,0,0,0,0,x,0,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,9,0,0,6,9,0,0,0,0,-1,x,x,0,-1,9,-1,0,9,0,-1,9,-1,-1,2,9,-1,2,-1,-1,2,-1,0,2,-1,0,2,-1,0,2,-1,0,2,-1
0,-2,0,-17,-7,0,-2,0,0,0,0,x,0,0,0,0,9,0,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,9,0,-1,9,-1,-1,x,9,-1,2,x,-1,2,x,-1,2,-1,9,-2,-1,0,2,-1,0,2,-1,0
0,-17,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,-17,0,0,0,0,0,0,0,0,9,0,-17,0,0,0,-2,-2,-2,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,9,0,-1,9,x,-1,9,9,-1,2,9,-1,2,9,-1,x,-1,x,x,-1,0,0,-1,0,2,x,0,x
0,0,-2,0,0,0,0,0,0,0,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,9,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,9,0,-1,9,9,-1,9,9,-1,2,9,-1,2,9,-1,2,2,9,-1,-1,9,-1,-1,9,-1,0,0,2,0
-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,0,9,0,0,6,9,0,0,9,0,-1,x,9,0,-1,9,-1,0,9,0,-1,9,9,-1,9,9,-1,x,9,-1,2,9,x,x,x,9,x,x,9,-1,-1,9,-1,2,0,9,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,9,0,-1,9,9,-1,9,9,-1,0,9,-1,0,9,9,4,9,9,-1,0,9,-1,-1,9,-1,0,0,9,x,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,0,0,-1,0,9,-1,0,9,-1,0,9,x,0,9,9,-1,9,9,-1,0,-2,-1,-1,9,x,0,9,9,-1,0,9,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,0,0,-1,0,9,-1,0,9,-1,0,0,0,0,9,9,-1,0,9,-1,-2,2,-1,-1,9,9,-1,9,9,-1,0,0,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,0,0,-1,0,9,-1,0,9,-1,0,0,0,0,9,9,-1,0,9,x,x,2,-1,-1,x,x,-1,0,9,-1,-2,0,-1,0,9
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,0,0,-1,0,9,-1,0,9,-1,0,0,0,0,9,9,-1,0,9,-1,0,2,-1,-1,x,3,-1,0,9,x,0,0,-1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,0,0,-1,0,9,-1,0,9,-1,0,0,0,0,9,9,-1,0,9,-1,-1,2,-1,-1,x,-2,-1,0,9,x,-1,0,-1,0,0,3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,0,0,-1,0,9,-1,0,9,-1,0,0,0,0,9,x,-1,0,9,-1,-1,2,-1,-1,x,2,-1,0,9,-1,-1,0,-1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,0,0,-1,0,9,-1,0,9,-1,0,0,0,0,9,9,-1,0,9,-1,-1,2,-1,-1,x,-1,-1,0,-2,-1,-1,0,-1,0,0,0,-1,0,9
0,0,0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,0,0,-1,0,9,-1,0,9,-1,0,0,0,0,9,9,-1,0,-2,-1,-1,2,-1,-1,x,2,-1,-2,2,-1,-1,0,-1,0,0,0,-1,0,0,0
0,0,0,0,0,0,0,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,0,0,-1,0,9,-1,0,-2,-1,0,0,0,0,9,x,-1,-2,2,-1,-1,2,-1,-1,x,-2,x,x,2,-1,x,2,-1,0,0,0,-1,0,0,0,0
0,0,0,0,0,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,x,-1,0,0,0,-1,0,9,-1,-2,2,-1,0,0,0,0,9,9,-2,2,2,-1,-1,2,-1,-1,x,2,0,0,0,-1,0,2,-1,0,2,-1,-1,0,0,0,0,0
0,0,0,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,0,0,-1,0,9,x,0,0,-1,0,2,-1,0,9,x,x,x,2,x,x,2,-1,-1,x,-2,-2,2,2,-1,0,0,-1,0,2,-1,-1,2,-1,0,0,0,0
0,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,0,0,-1,0,9,0,0,9,-1,0,0,-1,0,-2,x,0,0,0,0,0,2,-1,-1,x,2,2,2,0,-1,2,2,-1,0,2,-1,-1,2,-1,0,2,-1,0,0
-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,0,0,-1,9,9,0,0,9,-1,0,0,-1,-2,-2,9,0,0,9,-1,0,2,-1,-1,2,-1,0,2,2,-2,2,0,-1,2,2,-1,-1,2,-1,0,2,-1,0,2,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,0,0,4,9,9,0,0,9,-1,0,0,3,-2,x,9,0,0,9,-1,0,-2,-1,-1,2,x,2,2,x,x,2,2,-2,2,2,-1,x,2,-1,0,2,-1,0,2,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,0,0,9,0,9,0,0,3,-1,0,3,-2,0,9,9,3,0,9,-1,-2,2,x,-1,0,9,0,2,9,3,2,-2,2,2,2,x,2,2,-1,0,2,-1,0,2,-1,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,0,9,-1,0,9,0,0,3,-1,3,-2,3,x,9,x,3,9,0,x,x,x,9,-1,x,9,3,0,x,-1,x,x,3,x,-2,x,2,2,x,2,2,-1,0,2,-1,0,2,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,9,0,-1,0,9,0,3,9,-1,-2,-2,x,-1,2,x,3,0,0,0,3,5,0,-1,9,9,3,x,0,-1,3,0,9,x,0,9,3,-2,-2,2,2,-1,2,2,-1,0,2,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,9,9,9,-1,0,9,3,0,9,x,-2,x,0,-1,0,9,0,x,4,-1,4,0,0,-1,3,5,3,5,0,-1,3,5,9,0,3,3,x,-2,x,x,x,-1,x,2,-1,x,2,x,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,9,9,0,-1,0,9,0,0,9,x,-2,9,9,-1,0,9,0,0,9,x,x,0,0,-3,x,x,3,0,3,-2,3,x,x,x,3,0,x,-2,x,3,0,4,9,0,x,0,2,-1,0,2,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,9,9,0,-1,0,9,0,0,9,x,9,9,0,-1,0,9,0,0,9,0,-2,-5,9,-1,0,-3,0,0,2,0,3,0,3,3,3,0,-2,0,3,0,0,0,0,3,0,0,4,-1,0,-2,-1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,0,0,-1,0,9,0,0,9,-1,9,9,0,-1,0,9,0,-5,9,-2,9,9,0,x,0,9,0,-1,-3,-3,-2,2,2,-1,3,x,3,3,3,0,-2,0,3,3,0,0,4,x,x,2,-1,4,-1
0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,0,0,-1,9,9,0,0,9,x,0,0,0,-2,9,-2,9,0,x,-1,9,9,0,9,0,9,-3,-2,x,x,x,x,-3,-1,2,x,2,0,x,-2,3,3,3,0,-2,0,3,3,3,0,-1,4,x,-1
0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,0,0,4,0,9,0,0,9,-1,0,0,-2,0,x,9,0,0,9,-1,0,9,0,0,x,0,x,0,9,0,5,5,0,x,0,9,-3,x,-2,2,3,0,0,-2,3,3,3,3,-2,0,-2,3,3,-2,0
0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,0,0,0,0,9,0,0,3,-1,0,-2,0,0,0,9,0,0,9,-1,0,0,0,0,0,9,0,9,9,x,0,9,0,5,4,5,x,x,9,x,5,5,-3,0,3,9,3,-2,x,x,3,3,-2,0,0,3
0,0,0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,0,0,-1,0,9,0,3,9,-1,-2,-2,3,-1,0,9,0,0,0,-1,0,0,0,0,0,9,0,0,9,-1,9,5,0,0,0,9,0,9,9,x,-3,x,3,x,4,5,x,5,x,0,-3,-2,0,0,3,-3,-2
0,0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,0,9,-1,0,9,3,0,9,x,-2,x,0,-1,0,9,3,-4,9,-1,-2,0,3,0,0,9,0,0,0,-1,0,0,0,0,0,9,0,5,x,-1,9,0,0,5,9,9,3,9,x,-3,-3,5,0,-3,0,-2,-3,0
0,0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,0,0,-1,0,9,0,0,9,x,-2,0,9,-1,-4,9,x,-4,9,x,x,-4,0,0,0,9,3,-4,9,-1,-2,0,3,0,0,9,0,0,9,-1,0,0,9,5,3,9,9,-3,-3,5,x,-3,3,-2,x,9,0,x,0
0,0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,-1,0,0,9,-1,0,9,0,0,9,x,0,-4,0,x,-4,9,0,-4,x,0,-2,0,9,-1,-4,9,3,0,9,x,x,0,0,0,0,9,x,-1,9,x,x,5,-3,0,0,x,-3,0,x,x,0,-2,x,0,0,-2,x,0,-3,0
0,0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,x,0,0,9,-1,0,9,0,0,3,-1,0,-4,9,-1,-4,9,0,0,9,-2,0,-4,0,x,0,9,0,0,9,0,3,0,9,-1,-4,9,0,-1,9,5,-3,0,0,0,-3,9,0,5,9,0,-2,5,0,0,-2,0,-3,-3,0,0,0
0,0,0,0,0,9,0,0,6,9,0,0,0,0,-1,x,9,0,-1,9,9,0,0,9,-1,0,-2,0,0,3,x,0,-4,x,-1,0,9,9,0,3,-1,0,0,9,-1,0,9,0,0,9,0,3,-4,0,x,x,9,0,-2,x,0,-3,0,4,-1,9,x,x,0,9,x,-3,0,0,-3,-3,x,-3,5,9,0,-2,5
