0,0,0,0,0,0,0,0,0,0,0,3,0,0,-3,3,0,x,-3,0,x,3,-2,-3,-3,0,3,x,0,-3,-3,0,-2,0,-2,0,0,-3,0,-2,-2,0,3,3,0,-2,-3,-3,-3,3,0,4,-3,0,-3,3,0,4,x,0,0,x,0,-2,-3,0,0,3,3,x,x,1,x,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,0,3,0,0,-3,3,0,3,-3,0,-3,3,0,-3,-3,0,3,3,0,-3,-3,0,x,-2,0,x,0,-3,-3,-2,-2,-2,0,3,3,-2,x,-3,x,x,0,x,-3,0,-3,3,0,4,x,0,0,-6,0,0,-6,0,0,0,0,0,0,0,3,3,3,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,3,0,0,-3,3,0,3,-3,0,-3,3,0,x,-3,0,x,3,0,-3,-3,-3,3,3,-2,-3,-3,-3,-3,-2,-2,-2,-2,0,3,3,-2,-3,0,3,3,-2,-3,-3,5,0,0,0,-6,0,0,-4,0,0,4,0,0,-6,0,0,0,0,0,0,0,3,3,1,x,x,x,1,-1,1,-1,1,-1,1,-1
0,0,3,0,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,-3,-3,-3,3,3,-2,x,-3,-3,x,x,-2,x,x,-2,3,3,0,x,0,3,3,3,x,-3,0,x,3,-2,-4,-4,-4,0,5,0,-6,0,-6,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,3,1,-1,1,-1,1,-1,1,-1,1
0,0,-3,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,x,-3,-3,-3,3,-2,-2,-3,-3,2,3,-2,-2,-3,0,-2,0,0,0,0,0,3,3,0,-3,0,3,3,-3,-3,x,0,-6,3,-6,0,-6,-4,0,0,0,5,0,0,-6,-6,0,0,0,4,0,0,0,0,4,0,x,x,x,x,1,-1,1,-1,1,-1
3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,-3,-3,3,-2,-2,x,-3,x,x,-2,-2,x,2,-2,x,0,-2,-3,0,3,0,0,-3,0,-2,3,-2,x,x,-6,3,3,-6,-3,-4,0,-6,3,0,-6,-6,-4,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,4,1,-1,1,-1,1,-1,1
-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,-3,-3,x,-2,x,x,-3,-3,3,0,-2,-2,0,0,-2,0,0,3,0,3,3,0,-3,0,-2,x,-6,-2,-3,-6,3,3,0,x,3,0,x,x,-6,x,-4,0,-6,3,0,0,0,-4,0,0,0,0,0,0,0,5,0,0,0,0,0,4,1,-1,1,-1,x,x,1,-1
3,0,3,-3,0,-3,3,0,3,-3,-3,-3,3,-2,x,-3,-3,-3,3,3,0,-2,-2,0,3,-2,-2,0,0,3,0,0,-3,x,-2,x,2,0,2,0,0,0,-6,0,0,-6,3,3,0,-4,3,0,0,0,0,0,-4,0,0,3,0,0,0,-4,0,0,0,0,0,0,0,0,0,6,1,-1,1,-1,x,-3,1,-1,1
-3,0,-3,3,0,3,-3,-3,-3,3,-2,x,-3,-3,-3,3,3,3,-3,-2,-2,3,3,-2,-2,0,3,3,0,x,0,-2,x,0,0,-3,-6,0,2,-6,-4,0,3,-4,-6,-4,0,0,0,3,3,0,-4,3,0,0,0,0,0,-4,0,0,3,0,0,0,-4,0,0,0,6,0,0,1,-1,1,x,1,-1,x,x,1,-1
3,0,3,-3,-3,-3,3,-2,x,-3,-3,-3,3,3,3,x,0,-2,x,3,3,x,-2,-2,3,3,-2,-2,0,-4,-4,0,-3,-6,4,0,x,-4,x,-4,2,-4,0,0,3,3,-6,0,-4,0,0,0,3,3,0,-4,3,0,0,0,0,0,-4,0,0,3,0,0,0,-4,0,0,1,-1,1,-1,2,-1,1,-1,1,-1,1
-3,-3,-3,3,-2,x,-3,-3,-3,3,0,0,x,0,0,-3,3,3,3,0,-2,-2,x,x,-2,x,-4,x,2,x,-2,2,-4,-4,0,-4,0,-4,4,0,-6,3,-3,0,-4,0,0,3,x,0,0,-4,0,0,0,3,3,0,-4,3,0,0,0,0,0,-4,0,0,3,0,-4,1,x,1,-1,x,-1,x,x,x,-1,1,-1
3,-2,-2,-3,-3,-3,3,0,0,-3,0,0,-6,0,3,3,3,0,-2,-2,3,3,3,-2,2,0,x,2,x,-4,2,-4,-2,x,2,4,0,x,-4,-3,-4,0,4,0,3,0,0,-4,-4,0,3,3,0,0,-4,0,0,0,3,3,0,-4,3,0,0,0,-4,0,0,3,0,3,1,-1,1,-1,0,0,0,-1,1,-1,1
x,-3,-3,x,0,-2,x,0,0,3,0,0,-3,3,3,-6,-2,-2,3,3,0,-2,0,x,3,3,3,-4,2,2,-2,0,x,-2,x,0,-3,0,0,4,x,0,0,-4,-4,0,4,3,0,0,-4,-4,0,3,3,0,0,-4,0,0,0,3,x,0,0,3,0,0,0,-4,3,1,x,1,x,1,-1,0,-1,1,-1,1,-1
0,0,0,-2,0,0,-4,0,0,x,0,-3,3,0,-2,x,3,3,-6,-2,3,3,3,-3,-2,0,2,3,x,3,2,3,-2,-3,-3,4,0,0,0,-4,-4,0,4,x,0,0,-4,-4,0,0,x,0,0,-4,-4,0,3,3,0,0,-4,0,0,0,3,-4,0,0,3,0,0,3,2,3,1,-1,1,-1,1,-1,1,-1,1
0,-2,-4,0,0,0,0,0,-3,0,0,0,x,0,3,3,0,x,0,3,x,-6,-2,3,3,-2,-3,x,2,x,x,x,x,0,x,x,-4,-3,4,4,0,0,-4,-4,0,0,4,0,0,-4,-4,0,0,3,0,0,-4,0,0,3,3,-4,0,-4,0,0,0,3,0,0,0,x,3,x,x,x,x,1,-1,1,-1,1,-1
0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,-6,0,3,3,0,-2,0,3,x,-6,0,3,-2,-2,-3,2,0,-4,0,-8,4,0,0,-4,-4,0,0,4,4,0,-4,-4,-4,0,3,4,0,-4,0,-4,0,3,-4,0,-4,0,0,3,3,0,0,-4,0,0,0,3,0,0,0,0,3,1,-1,1,-1,1,-1,1
0,0,-3,0,0,0,0,0,0,-6,0,3,0,0,0,3,0,0,x,0,3,3,-6,-2,-4,-2,x,-6,-4,3,-4,-2,x,2,-4,-4,-4,-8,4,4,-4,-4,-4,-4,0,3,4,4,-4,0,-4,-4,3,-4,4,-4,0,0,-4,3,0,0,-4,0,0,3,3,0,0,-4,0,0,0,3,0,1,x,1,x,1,-1,1,-1
0,0,0,-6,0,0,0,0,0,0,0,0,0,0,3,0,-6,3,5,0,-4,x,0,x,x,x,2,x,0,x,x,-4,-2,x,x,x,x,-4,-4,x,-8,x,4,x,-4,0,-4,-4,3,-4,4,x,0,0,-4,x,0,0,x,0,0,0,x,0,0,-4,0,0,3,3,0,0,-4,0,0,0,2,0,1,-1,1,-1,1
0,0,0,0,0,0,0,0,0,0,-6,0,0,3,-4,0,-4,3,0,0,3,0,0,-6,0,0,0,-4,2,0,-2,0,-8,-4,-4,0,5,0,x,0,-4,0,-4,-4,0,-4,4,0,0,0,-4,3,0,0,4,0,0,0,-4,0,0,-4,0,0,0,3,0,0,-4,0,0,3,3,0,0,-4,0,2,x,1,-1,1,-1
0,0,0,0,-6,0,0,0,-4,3,-4,0,-4,0,3,0,3,-6,0,0,3,-4,-2,x,-8,0,4,0,-2,-4,x,0,x,0,0,0,-4,0,-4,-4,0,2,4,0,0,-4,-4,0,0,0,4,0,0,0,x,3,0,-4,4,0,0,3,-4,0,-4,0,0,0,3,0,0,-4,0,0,3,3,0,0,2,x,1,-1,1
0,0,-4,0,-4,3,-4,0,x,0,3,-6,3,0,0,-4,-8,x,0,3,-2,0,0,3,0,-2,-2,-8,0,0,4,0,7,0,-4,-4,0,0,4,0,0,-4,-4,2,0,0,4,-4,0,0,-4,0,0,-4,4,0,0,3,x,3,-4,0,4,0,3,0,-4,-4,0,0,0,3,0,0,0,0,0,3,3,2,x,1,-1
-4,0,-4,0,0,-6,0,0,-4,-4,0,-4,0,3,-6,3,0,0,-2,-8,0,3,3,-2,-2,0,x,0,-3,0,x,2,0,0,4,0,0,-4,-4,7,0,0,4,-4,0,2,-4,0,0,-4,4,0,0,3,-4,0,-4,0,4,0,3,0,x,2,0,0,4,3,0,0,-4,0,0,0,3,0,0,0,0,3,2,x,1
0,0,0,-4,-4,-4,0,-4,-6,0,-6,-8,0,3,0,-8,-3,0,3,3,0,-2,x,0,3,4,-2,-2,0,0,4,0,0,3,-4,7,0,0,4,-4,0,0,-4,0,0,-4,x,3,0,3,-4,-4,-4,0,4,0,3,0,-4,0,0,0,3,3,0,2,-4,0,0,3,x,0,0,-4,-4,0,0,3,0,0,3,2,x
-4,-4,-6,x,-6,0,-6,x,0,3,3,-8,3,-3,0,3,3,0,0,x,0,3,3,0,-2,-2,4,3,4,-3,-4,3,0,0,4,-4,3,0,-4,0,0,-4,x,3,0,3,-4,-4,-4,0,x,0,3,0,-4,-4,0,0,4,3,0,-4,-4,0,3,3,3,2,0,-4,-4,0,3,0,0,0,-4,0,0,0,3,0,0
-6,0,-6,-8,0,0,0,3,0,0,-3,0,3,3,0,3,-3,0,3,3,3,0,x,-2,3,3,x,x,0,4,x,-4,4,-3,x,3,0,-4,x,3,0,3,-4,-4,-4,0,3,0,3,0,-4,-4,0,0,4,3,0,-4,-4,0,0,0,x,2,0,-4,x,3,3,x,0,0,-4,-4,0,3,0,0,0,-4,0,0,0
0,0,0,0,3,0,0,-3,0,0,3,0,0,-3,0,3,3,0,3,-3,0,-3,3,3,0,0,4,4,3,0,-3,0,0,x,-4,3,4,3,-2,-4,-4,0,3,0,3,0,-4,-4,0,3,4,3,0,-4,-4,0,0,0,x,2,0,-4,-4,0,0,2,0,0,-4,-4,3,3,0,0,0,-4,0,0,3,0,0,0,-4
0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,3,-3,0,x,3,0,3,-3,4,-3,3,x,x,0,4,x,4,4,3,-3,-4,x,0,3,0,x,-2,x,-4,-4,3,4,3,0,-4,-4,0,3,0,x,2,-4,-4,-4,0,0,2,0,0,-4,-4,0,2,0,0,0,-4,-4,3,3,0,0,0,-4,0,0,3,0
0,-3,0,0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,3,-3,0,-3,3,0,3,-3,0,4,3,0,0,x,4,4,0,4,-3,-3,-3,-3,-4,3,4,3,0,-4,-4,0,3,0,x,2,-4,-4,3,3,0,2,0,-4,-4,-4,0,2,0,0,0,-4,-4,2,0,0,0,-4,-4,0,3,3,0,0,0,-4,0
0,3,0,0,-3,0,0,3,0,0,-3,0,0,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,x,4,4,4,x,-3,-3,-3,x,x,4,x,x,-4,x,0,3,0,x,2,-4,-4,3,3,0,2,0,-4,2,x,3,2,0,0,-4,-4,-4,2,0,0,0,-4,-4,2,0,0,0,-4,0,-4,0,3,3,0,0
0,-3,0,0,3,0,0,-3,0,0,3,0,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,4,x,2,0,x,x,-3,4,4,4,0,-3,-3,0,0,0,4,2,-4,-4,3,3,0,2,0,-4,3,3,3,2,0,0,x,x,-4,-3,0,0,-4,-4,-4,2,0,0,0,-4,0,-4,0,0,0,-4,0,0,0,0,3
