0,0,0,0,0,0,5,0,0,0,0,-4,0,0,0,5,0,0,0,0,0,x,0,3,-2,-7,3,-6,x,5,-2,3,-6,2,-7,x,0,-6,-7,0,-2,5,0,6,0,4,0,0,0,2,x,0,x,-3,x,0,x,x,-5,-5,0,-3,4,-5,4,-3,-5,0,-2,0,4,4,3,0,2,-5,-2,0,2,0,-2,0,2
0,0,5,0,0,0,0,-4,0,0,0,5,0,0,0,0,0,0,-7,0,5,-6,8,0,3,0,x,-7,-2,3,0,x,0,-2,x,3,3,0,-2,0,-6,-7,-2,-7,-7,6,5,4,0,x,-3,2,0,-5,-5,-5,-3,4,x,0,0,-5,x,x,0,0,x,3,4,-3,-5,0,x,4,x,x,2,2,-2,-5,2,0,-2
0,0,0,-4,0,0,0,5,0,0,0,-7,0,0,0,-6,5,3,0,0,-7,0,0,-7,0,5,-2,3,0,0,8,-2,-4,3,-2,0,x,-7,3,3,-2,-2,0,0,0,x,x,x,-3,-3,-5,x,-2,x,-3,0,x,0,-4,0,0,4,3,0,0,-5,-3,0,0,0,3,0,-3,0,3,4,-2,4,2,2,-2,0,2
0,0,0,0,-7,0,0,0,0,-6,3,0,5,-7,0,0,-7,0,0,0,3,5,0,0,-2,0,0,0,3,-2,x,0,-2,x,0,3,3,0,x,-2,0,3,7,-2,-2,7,-3,-2,0,0,-2,-3,0,0,-4,-4,4,3,0,0,-5,0,0,-3,0,x,0,0,0,-3,0,3,3,3,-2,0,x,x,x,x,2,-2,-2
0,0,0,x,0,0,-7,0,0,-7,-7,0,0,3,0,0,0,5,0,-7,0,0,-2,3,0,0,5,-2,0,0,-2,3,0,0,3,0,0,-2,3,3,-2,-2,-2,x,x,-2,-2,-2,3,7,-4,x,3,4,-2,-5,-5,0,-3,0,x,0,0,0,-5,0,-3,0,3,3,0,0,-2,0,3,3,3,-2,2,-2,-2,0,2
0,0,-7,-7,0,0,0,0,0,0,0,0,-7,0,0,5,3,0,0,0,-2,0,5,0,0,-2,3,0,3,5,0,5,3,0,3,-2,3,3,-2,-2,-2,3,3,-2,3,-2,-4,3,x,0,x,-2,-2,x,-4,x,7,2,0,-5,0,0,-3,-3,0,0,0,3,0,0,-2,3,3,3,3,-2,2,x,x,3,x,2,-2
0,0,0,0,0,-7,0,0,0,0,0,0,0,5,0,0,0,0,-2,3,5,0,0,-2,0,0,0,5,0,3,3,3,5,2,x,3,x,x,-2,x,3,-2,x,-2,3,3,-2,3,0,-4,-4,0,2,7,-5,-2,0,-3,0,x,-3,0,0,7,-3,3,0,0,-2,0,3,3,0,-2,3,3,3,3,3,0,-2,0,3
0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,-2,0,5,0,0,-2,3,0,0,5,0,0,0,0,0,0,x,3,3,x,-3,-3,3,-2,0,-2,-2,3,-2,x,-4,x,-2,x,x,-4,x,-2,x,2,0,-3,0,-3,7,-3,-2,3,0,0,-3,0,3,0,7,-2,3,3,3,3,-2,3,x,3,3,3,0
0,0,0,0,0,0,0,0,0,5,0,0,0,0,-2,0,5,0,0,-2,0,0,0,5,0,3,0,3,0,0,8,3,0,-3,-3,3,x,x,0,x,2,3,x,0,x,0,x,-4,0,-2,0,-2,2,0,-3,0,-3,2,-3,0,x,0,0,-3,0,3,3,7,0,2,3,3,0,7,-2,3,3,x,3,-2,3,0,3
0,0,0,0,0,0,0,5,0,0,0,0,-2,0,5,0,0,-2,0,0,0,5,0,0,0,0,0,0,3,0,x,-3,0,0,3,3,-3,-3,5,0,0,-3,2,-4,3,-2,0,-2,0,x,2,-3,-3,-3,2,-3,-3,0,0,2,-3,0,0,0,0,7,0,0,3,3,7,2,2,3,x,0,7,2,3,3,7,3,0
0,0,0,0,0,5,0,0,0,0,-2,0,5,0,0,-2,0,0,0,5,0,0,0,0,0,3,5,0,-3,0,0,3,0,-3,x,5,0,3,x,-4,-3,x,x,x,2,x,2,x,-3,-3,-3,2,x,-3,0,-3,2,-3,0,0,0,2,0,0,0,0,0,7,0,0,3,3,x,2,2,3,3,7,0,2,x,3,3
0,0,0,5,0,0,0,0,-2,0,5,0,0,-2,0,0,0,5,0,0,0,0,3,0,5,-3,0,0,3,5,-3,x,5,0,3,-4,0,-3,0,0,x,-4,0,-4,-4,-3,x,-3,2,0,-3,-3,-3,2,-3,0,0,0,2,0,0,0,0,2,0,0,0,0,0,7,0,0,3,3,x,2,2,2,3,3,0,2,2
0,5,0,0,0,0,-2,0,5,0,0,-2,0,0,0,5,0,0,0,3,5,0,x,0,0,3,0,-3,-3,5,0,-2,5,0,x,0,0,x,-4,-4,4,0,-3,-3,-3,2,0,-3,-3,-3,2,-3,0,-3,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,7,0,0,3,3,x,2,2,2,2,3,3
0,0,0,0,-2,0,5,0,0,-2,0,0,0,5,0,0,0,0,0,0,5,0,3,5,-3,x,-3,0,3,-2,0,-3,0,0,-6,-4,-2,-6,-3,-3,-3,-3,2,0,x,-3,-3,x,-3,0,-3,0,2,0,0,-3,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,7,0,0,3,3,x,2,2,2,2
0,0,-2,0,0,0,0,-2,0,0,0,5,0,0,0,0,0,0,5,0,5,-3,0,-3,0,2,5,-2,x,0,-2,x,3,-3,x,-3,-3,x,-3,0,0,0,-3,-3,2,-3,0,-3,0,0,0,0,-3,0,2,0,0,-3,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,7,0,0,3,3,x,2,2
-2,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,5,5,0,-3,0,-3,0,2,x,0,x,-3,2,3,3,-3,-2,-3,-3,0,x,0,0,-3,-3,-3,0,-3,0,-3,0,2,0,0,-3,0,0,0,0,-3,0,2,0,0,-3,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,7,0,0,3,3,x
0,0,0,-2,0,0,0,0,0,0,0,0,5,0,0,-3,0,-3,0,0,5,5,0,-3,2,3,3,-3,0,x,x,3,x,0,-2,-3,-3,-3,0,-3,0,-3,0,0,0,0,-3,0,2,0,0,-3,0,0,0,0,-3,0,2,0,0,-3,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0
0,-2,0,0,0,0,0,0,0,5,0,0,-3,0,-3,0,0,5,5,0,-3,2,0,5,x,5,x,2,-4,-4,0,0,-3,-3,x,-3,-3,0,-3,0,0,0,0,-3,0,0,0,0,-3,0,2,0,0,-3,0,0,0,0,-3,0,2,0,0,-3,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0
0,0,0,0,0,0,5,0,0,-3,0,-3,0,0,5,0,0,-3,0,5,0,0,5,x,2,x,2,0,x,x,3,0,x,-3,-4,-3,0,0,0,0,-3,0,0,0,0,-3,0,0,0,0,-3,0,2,0,0,-3,0,0,0,0,-3,0,2,0,0,-3,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0
0,0,0,5,0,0,-3,0,-3,0,0,5,0,0,-3,0,0,0,0,5,0,5,-3,0,5,0,2,4,2,0,x,0,-3,3,0,0,-3,5,0,0,0,0,-3,0,0,0,0,-3,0,0,0,0,-3,0,2,0,0,-3,0,0,0,0,-3,0,2,0,0,-3,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0
5,0,0,-3,0,-3,0,0,5,0,0,-3,0,0,0,0,5,0,0,-3,0,0,0,5,x,0,x,-3,2,-4,-4,4,0,-3,5,0,3,0,0,-3,0,0,5,0,-3,0,0,0,0,-3,0,0,0,0,-3,0,2,0,0,-3,0,0,0,0,-3,0,2,0,0,-3,0,2,0,0,0,0,2,0,0,0,0,2,0
-3,0,-3,0,0,5,0,0,-3,0,0,0,0,5,0,0,-3,0,0,0,0,5,0,0,-4,-4,-4,0,5,-3,x,5,0,3,0,4,-3,0,5,x,0,-3,-3,0,-3,0,-3,5,0,0,0,-3,0,0,0,0,-3,0,2,0,0,-3,0,0,0,0,-3,0,2,0,0,-3,0,2,0,0,0,0,2,0,0,0,0
0,0,0,0,0,-3,0,0,0,0,5,0,0,-3,0,0,0,5,5,0,-4,x,-4,0,0,-3,x,0,5,0,-2,5,0,x,0,0,x,0,-3,-3,0,-3,0,2,0,0,-3,0,-3,0,0,0,5,-3,0,0,0,0,-3,0,2,0,0,-3,0,0,0,0,-3,0,2,0,0,-3,0,2,0,0,0,0,2,0,0
0,0,-3,0,0,0,0,0,0,0,-3,0,0,5,5,5,-4,0,x,0,0,-3,x,5,0,0,0,-4,-2,0,0,0,0,5,0,-7,-7,0,-3,0,0,0,0,-3,0,-3,0,0,-3,0,-3,0,0,0,0,-3,0,5,0,0,-3,0,2,0,0,-3,0,0,0,0,-3,0,2,0,0,-3,0,2,0,0,0,0,2
0,0,0,0,0,0,0,-3,0,0,0,0,-4,0,0,0,0,0,5,5,5,5,0,-4,0,0,-2,0,x,-7,5,-3,-4,-7,0,-3,0,0,5,0,5,0,-3,0,0,-3,0,-3,0,0,0,0,-3,0,0,0,0,-3,0,5,0,0,x,0,2,-3,0,-3,0,0,0,0,-3,0,2,0,0,-3,0,2,0,0,0
0,0,0,0,-3,0,0,0,-4,0,0,0,0,0,5,0,0,0,0,x,0,0,-7,5,3,5,x,5,3,0,-7,x,-3,0,0,5,0,5,-7,-3,0,0,-3,5,-3,5,0,0,0,-3,0,0,0,0,-3,0,0,0,0,0,0,5,-3,0,x,0,2,0,0,-3,0,0,0,0,-3,0,2,0,0,-3,0,2,0
0,-3,0,0,-4,-4,0,0,0,0,0,0,0,0,0,-7,0,0,5,5,5,0,0,-7,5,0,5,3,5,-2,5,2,5,0,5,-7,-3,0,0,-3,5,-3,5,0,0,0,-3,0,5,0,5,-3,0,0,0,0,0,0,0,-3,0,0,0,5,0,0,x,0,2,0,0,-3,0,0,0,0,-3,0,2,0,0,-3,0
-4,-4,-4,0,0,0,0,0,-7,0,0,5,0,0,0,0,-7,0,0,0,0,0,5,5,5,5,0,-2,x,5,3,5,x,2,-2,5,x,5,-3,5,-7,0,0,-3,0,5,0,5,-3,0,0,0,0,5,0,5,-3,0,0,0,0,0,0,0,0,5,0,0,x,0,2,0,0,-3,0,0,0,0,-3,0,2,0,0
0,-7,0,0,6,0,0,0,0,-7,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,-2,0,5,5,5,x,0,2,x,5,x,2,0,2,0,x,0,3,-3,5,-3,0,0,0,0,5,0,5,-3,0,0,0,0,5,0,5,-3,0,0,0,0,0,5,0,0,x,0,2,0,0,-3,0,0,0,0,0,0,2
