0,-2,0,0,0,-4,0,0,3,0,0,-4,-4,0,0,3,0,-4,0,-4,7,0,-2,0,0,0,0,-2,0,7,0,-2,7,0,7,3,1,-2,7,1,-2,7,1,-2,0,x,-2,-2,-5,x,7,-5,-2,7,x,-2,-3,-3,0,7,0,5,0,0,0,0,-1,0,2,-1,0,2,-1,0,0,0,0,0,0,0,0,0,0
0,-4,0,-4,3,0,0,-4,-4,0,0,3,0,-4,0,-4,0,-4,2,0,-2,0,-4,0,0,-2,0,7,0,-2,7,0,0,7,1,-2,x,1,x,7,x,x,x,x,-2,3,-5,x,7,-5,-2,0,0,x,-3,0,0,7,7,-2,2,0,-2,-3,0,-1,x,0,-1,0,2,-1,0,2,-1,0,0,0,0,0,0,0,0
3,0,0,-4,-4,0,0,3,0,-4,0,-4,0,-4,3,0,2,-4,x,0,2,0,-2,-2,-4,0,0,-2,7,0,0,7,1,-2,7,1,-2,7,1,0,7,-5,-2,0,-5,0,7,-5,x,0,0,-3,3,0,0,7,0,x,2,0,x,-3,x,0,2,x,-2,3,0,0,-1,0,2,-1,0,2,-1,0,0,0,0,0,0
-4,0,0,3,0,-4,0,-4,0,-4,3,0,0,-4,-4,0,0,3,-3,0,x,-2,2,0,-2,-2,-4,0,0,7,1,-2,7,1,-2,7,x,0,7,2,-2,7,-5,-2,7,-5,0,7,-3,-2,0,0,0,7,0,3,0,0,-3,3,2,0,-3,-3,-2,3,x,0,-2,-1,3,0,-1,0,2,-1,0,2,-1,0,0,0,0
0,-4,0,-4,0,-4,3,0,0,-4,-4,0,0,3,0,-3,0,-4,0,-2,3,0,x,-2,2,0,-2,0,-3,-2,7,1,-2,7,x,0,7,-5,x,7,x,x,7,x,0,x,-2,-2,7,0,-2,7,3,0,7,x,-3,2,3,-3,x,-2,x,3,0,-3,-3,-1,x,0,0,-1,0,3,-1,0,2,-1,0,2,-1,0,0
0,-4,3,0,0,-4,-4,0,0,3,0,0,-3,-4,0,-2,2,-2,3,0,-4,-2,2,x,-2,-2,2,-2,-2,1,-2,0,x,0,7,-5,0,7,0,-2,7,0,0,7,-2,-2,7,0,-2,7,0,7,x,2,x,-2,x,x,x,x,3,x,-3,-3,-2,0,x,0,0,-3,-1,0,0,-1,0,3,x,-1,2,-1,0,2,-1
0,-4,-4,0,0,3,3,0,0,x,-3,-3,3,-2,3,x,x,0,2,-2,x,3,x,-2,2,x,-2,1,x,0,x,0,7,-5,0,7,0,-2,0,0,0,7,-2,-2,7,0,-2,7,7,0,7,2,-2,x,0,x,-5,-5,7,-3,x,-2,-2,3,0,0,-3,-1,0,-1,0,0,-1,0,3,0,-1,3,x,0,2,-1,0
0,0,0,0,0,0,0,-3,-4,3,-2,-2,0,0,0,3,0,4,0,3,2,-2,2,3,x,0,x,0,5,0,7,0,0,7,0,-2,0,0,0,7,-2,-2,7,0,-2,7,7,0,7,-2,-2,x,-5,4,4,4,-3,7,x,x,2,0,0,x,-1,-3,x,0,2,-3,0,-1,0,0,0,-1,0,3,0,3,x,0,2
0,0,0,0,x,0,-2,0,-2,-2,0,0,3,0,-2,4,0,3,3,x,4,x,x,3,5,0,5,0,0,0,0,7,0,x,0,5,0,7,-2,-2,7,0,-2,7,7,0,7,2,-2,7,7,-2,7,x,7,x,7,x,3,4,x,7,-4,-1,7,0,-3,0,0,0,2,0,0,0,-1,0,0,0,0,0,3,3,3
0,0,0,0,-2,0,-2,-2,0,0,0,0,-2,0,0,3,3,-2,0,4,3,3,0,0,4,4,3,0,3,5,0,5,0,5,0,0,-2,-2,7,0,x,0,x,0,7,0,-2,7,0,x,7,7,0,7,x,2,7,7,x,x,0,x,x,x,0,-2,0,-1,7,0,0,7,2,-1,0,0,0,0,0,0,0,0,0
0,0,-2,0,-2,-2,0,0,0,0,-2,0,0,0,0,-2,0,0,3,3,x,0,0,3,3,3,0,4,4,x,4,3,0,3,-3,-2,5,0,5,0,5,0,0,0,-2,7,0,0,0,0,0,7,0,-2,7,0,0,x,7,0,7,0,2,-8,7,0,-1,0,0,0,0,0,-1,0,2,x,0,0,7,0,0,0,0
-2,0,-2,-2,0,0,0,0,-2,0,0,0,0,-2,0,0,0,0,0,0,0,3,3,0,0,0,3,x,3,3,4,x,4,-2,x,3,3,-3,x,0,-2,5,-2,5,0,5,0,5,0,0,0,-2,7,0,0,-8,0,0,7,0,-2,7,0,0,2,-2,0,7,0,2,0,6,0,0,0,0,2,0,0,0,0,0,0
-2,-2,0,0,0,0,-2,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,2,3,3,-2,4,4,0,3,3,-2,0,0,0,0,0,5,-8,5,-2,5,0,5,-8,5,0,7,0,-2,7,-8,0,0,-2,0,7,2,-2,7,0,0,2,0,0,7,2,0,6,2,0,0,0,0
0,0,0,0,-2,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,3,0,x,2,x,3,3,2,x,x,x,-6,3,-2,0,-8,5,-2,0,0,-8,5,-8,5,7,5,-2,5,-8,5,0,3,0,7,0,x,7,-8,2,0,7,0,7,2,-2,7,0,2,0,0,2,x,0
0,0,-2,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,x,2,x,3,-4,0,-2,-8,-8,2,x,-2,-8,-2,5,-8,5,0,-8,-2,-8,5,7,5,x,5,7,5,-2,3,-8,0,0,7,0,x,0,x,7,-8,2,0,7,0,3,2,-2,x
-2,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,x,2,x,2,2,x,3,x,x,-8,-2,-8,x,x,-2,0,0,0,-2,0,5,0,5,-8,0,0,7,x,7,5,7,5,-8,-3,7,0,5,0,-8,0,0,7,0,2,0,-2,7,0,x
0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,-8,3,x,0,2,2,2,-3,3,0,-8,-2,-8,0,-8,-2,0,7,0,0,0,0,7,-3,5,0,5,5,0,x,0,0,7,5,7,x,7,5,0,-3,x,0,x,0,x,0,-2,7
0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-8,0,0,0,0,0,0,0,3,2,3,3,x,0,x,2,2,-2,3,3,0,-2,-8,0,-8,0,0,0,-3,0,7,0,7,0,0,0,0,5,0,5,5,0,5,0,-3,-3,5,7,0,7,5,7,7,0,-3,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,-8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,x,2,4,4,-2,x,2,2,x,-2,3,3,0,-2,-3,-8,0,0,0,0,0,0,0,0,7,5,x,0,7,0,-3,x,0,x,5,0,5,0,5,-3,x,0,5,7,5
0,0,0,0,0,0,0,0,3,0,0,-8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,-2,2,4,-2,4,x,-2,2,0,x,-2,3,3,0,-2,-9,0,0,0,0,5,0,0,0,0,-3,0,0,5,-4,0,0,0,7,-3,0,0,5,0,5,0,5,-3
3,0,0,-8,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-2,2,4,-2,4,x,-2,-2,x,0,-3,-3,x,0,-2,-9,3,3,0,-5,0,0,0,0,-3,0,0,x,-4,0,0,0,0,-3,0,5,5,5,0,0,0,-3,7,0,5
0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,-5,2,4,-2,0,x,-2,-2,x,-3,3,0,-2,3,-2,3,-5,0,0,-5,0,3,3,-3,-5,0,-4,-4,0,0,0,0,-3,0,0,5,0,0,0,0,-3,0,5,5,5,0,5
0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,-5,0,4,0,2,4,-2,0,2,-2,-2,x,-3,3,0,-2,-5,-2,3,-5,-2,3,-5,3,-5,-3,0,-4,-4,x,3,0,0,0,5,-4,0,5,0,0,0,0,-3,0,0,5,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,-5,0,4,0,0,x,0,2,4,-2,4,x,-2,x,x,x,2,-2,-2,-5,x,3,-5,-2,-5,x,x,-3,x,x,0,3,0,-3,0,-4,-4,0,3,5,0,0,0,0,-5,0,0,5,0,0,0,0,0,0,0,5,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,-5,0,3,0,0,3,0,0,0,0,2,4,-2,0,2,-2,-2,4,0,-4,-2,x,-5,2,x,-2,-2,-3,3,x,0,-2,0,0,0,-3,-4,-4,0,2,0,0,0,-4,-5,0,3,0,0,5,0,0,0,0,-5,0,0,5,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,-5,0,0,0,0,3,0,0,0,0,3,0,0,5,4,-2,0,2,-2,-2,x,2,x,-2,0,x,2,-2,x,-2,2,x,-2,0,-2,0,3,4,-4,0,0,0,0,0,x,0,2,0,0,5,-4,-5,-5,0,x,0,3,0,0,5,0,0,0,0,-5,0,0
0,0,0,0,0,0,0,0,3,0,0,-5,0,0,0,0,3,0,3,0,0,0,0,0,3,0,0,5,4,x,0,x,-2,-2,x,2,-2,-2,0,2,0,-2,0,-2,2,0,-2,0,x,0,x,0,-4,0,0,3,0,-8,0,0,0,-4,x,-5,2,0,0,0,-4,-5,5,0,0,0,0,x,0,3,0,0,5,0,0
0,0,0,3,0,0,-5,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,0,0,5,4,3,0,3,-2,-2,x,2,-2,-2,0,2,0,-2,0,x,2,-2,-2,0,2,0,6,-8,0,0,0,-4,0,0,0,-4,4,0,0,0,0,0,x,0,2,0,0,0,-4,-5,0,-4,0,5,0,0,0,0,3,0,3
0,-5,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,5,4,3,0,0,-2,-2,x,2,-2,-2,-2,2,0,-2,0,2,2,-3,-2,0,2,-4,-2,0,2,-4,0,0,2,-4,6,0,0,0,0,0,0,0,4,0,0,0,x,-5,2,-4,0,0,-4,-5,0,0,0,0,5,0,5,0,0
0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,5,4,3,0,3,-2,-3,x,2,-2,-2,-2,2,0,-2,2,2,-2,-2,-2,x,x,-4,-2,-4,2,0,-2,-4,2,0,0,0,2,0,0,0,2,0,6,0,-5,0,0,-4,4,0,x,0,2,-5,0,0,-4,-5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,4,3,0,0,2,0,x,2,-2,-2,-2,2,0,-2,2,2,-2,-2,x,x,-2,3,-2,0,2,-4,-2,0,2,0,-2,0,2,0,0,0,2,-5,0,0,2,-4,0,0,3,0,x,0,4,0,x,0,2,0,0,-5,-4,-5,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,3,3,x,2,3,-2,-2,2,0,-2,2,2,-2,-2,2,2,-2,-2,-2,-4,2,3,x,0,2,-4,x,0,2,0,x,0,2,0,-4,-4,2,-5,0,0,2,-4,0,0,0,3,0,0,4,0,x,0,2,0,0,0,-4,-5,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,2,x,x,2,x,x,2,x,-2,-2,2,x,-2,x,x,2,-2,-2,0,-4,3,3,3,0,2,-4,x,0,4,-4,-5,0,2,0,-4,-4,2,-5,0,0,2,-4,0,0,0,0,3,3,4,0,x,0,2,0,0,0,-4,-5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,0,2,2,-2,-2,2,0,-2,0,2,-3,-2,x,0,2,3,-2,0,-4,-4,2,3,x,-3,0,x,-4,x,-4,x,0,2,0,x,-4,2,-5,0,0,2,-4,0,0,0,0,0,3,4,0,x,0,2,0,0,0,-4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,x,-2,2,2,-2,-2,x,-3,-2,0,x,-3,-3,x,-4,2,0,x,0,x,0,-2,0,3,-3,0,0,0,0,-4,-5,0,2,0,-4,-4,2,-5,0,0,2,-4,0,0,0,0,0,0,4,0,x,0,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,x,2,2,-2,-2,x,x,-2,-2,-3,-3,-4,0,0,0,0,0,0,2,0,-2,0,-3,-3,0,0,5,3,0,2,-4,-4,-4,-5,0,2,0,-4,-4,2,-5,0,0,2,-4,0,0,0,0,0,0,4,0,4,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,x,x,2,2,-2,3,x,x,-4,0,0,0,0,0,0,2,-2,-2,-3,x,-3,x,x,3,2,-4,-4,2,0,3,x,-4,-4,-4,x,0,2,0,-4,-4,2,-5,0,0,2,-4,0,0,0,0,0,0,4,0,4
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,-2,0,x,2,-3,0,3,0,0,0,0,2,-2,x,0,x,-3,2,x,-3,-4,0,0,3,x,-4,-4,x,2,0,x,-4,-4,-4,x,0,2,0,-4,-4,2,-5,0,0,2,-4,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,0,2,-3,-3,0,0,2,0,0,0,3,-2,0,0,4,2,0,x,-4,0,x,3,-4,-4,0,0,0,3,-4,-4,-4,2,0,2,0,-4,-4,-5,0,2,0,-4,-4,2,-5,0,0,2,-4,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,2,x,-3,-2,0,2,0,0,0,0,2,-2,4,0,0,3,-4,0,0,-3,x,-4,0,0,-4,3,-4,-4,-4,0,0,2,x,-4,2,2,0,2,-4,-4,-4,-5,0,2,0,-4,-4,2,-5,0,0,2,-4,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,x,0,x,-3,-2,2,0,-3,0,0,2,4,-2,0,0,x,0,2,-3,x,-4,3,0,-4,3,3,-4,-4,0,0,2,3,-4,0,0,0,2,-4,-4,2,2,0,2,-4,-4,-4,-5,0,2,0,-4,-4,2,-5,0,0,2,-4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,-5,0,-3,-3,0,2,2,-3,-2,0,2,0,-2,-5,-4,0,0,2,3,0,-4,-4,3,0,2,3,-3,0,0,0,2,-4,-4,0,0,0,2,-4,-4,2,2,0,2,-4,-4,-4,-5,0,2,0,-4,-4,2,-5,0,0,2
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,-5,0,0,-3,-3,-3,0,2,0,-2,0,-2,2,x,0,x,-5,2,0,x,0,-4,-4,0,2,2,x,0,2,0,3,2,-4,-4,0,0,0,2,-4,-4,0,0,0,2,-4,-4,2,2,0,2,-4,-4,-4,-5,0,2,0,0,0,2,-5,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5,0,-5,0,0,-3,0,-3,-3,-3,0,2,2,0,-2,0,x,0,x,0,0,-4,0,0,-4,-4,2,0,0,0,-4,0,0,3,2,-4,-4,2,2,0,x,-4,-4,0,0,0,2,-4,-4,0,0,0,2,-4,-4,2,2,0,2,-4,-4,0,-5,0,2,0,0,0,2
0,0,0,0,0,0,0,0,0,-5,0,-5,0,0,-3,0,-3,0,-3,-3,-3,0,0,0,2,0,-2,2,2,0,-2,-4,0,0,-4,-4,0,0,0,0,-4,0,2,3,2,-4,-4,0,0,0,x,-4,-4,2,2,0,2,-4,-4,0,0,0,2,-4,-4,0,0,0,2,-4,-4,2,2,0,2,-4,-4,0,0,0,2,0,0
0,0,0,0,-5,0,-5,0,0,-3,0,-3,0,-3,0,-3,-3,-3,0,0,0,0,2,0,-2,0,2,-4,-2,2,x,-4,3,-4,0,0,-4,0,0,3,2,-4,-4,0,2,0,x,-4,-4,0,0,0,2,-4,-4,2,2,0,2,-4,-4,0,0,0,2,-4,-4,0,0,0,2,-4,-4,2,2,0,2,-4,-4,0,0,0,2
0,-5,0,0,-3,0,-3,0,-3,0,-3,0,-3,-3,-3,0,0,0,0,0,2,0,-2,-4,2,2,-2,-4,2,-4,-2,2,-4,0,0,3,2,-4,-4,-4,0,0,x,-4,-4,0,2,0,2,-4,-4,0,0,0,2,-4,-4,2,2,0,2,-4,-4,0,0,0,2,-4,-4,0,0,0,2,-4,-4,2,2,0,2,-4,-4,0,0
0,-3,0,-3,0,-3,0,-3,0,-3,-3,-3,0,0,0,0,0,0,2,-4,-2,2,2,-4,-2,-4,x,2,x,0,2,x,x,-3,-4,-4,0,3,x,-4,-4,0,-4,0,2,-4,-4,0,2,0,2,-4,-4,0,0,0,2,-4,-4,2,2,0,2,-4,-4,0,0,0,2,-4,-4,0,0,0,2,-4,-4,2,2,0,2,-4,-4
-3,0,-3,0,-3,0,-3,-3,-3,0,0,0,0,0,0,-4,2,2,-2,-4,2,-4,-2,2,2,0,-2,-4,0,3,x,-4,2,3,3,x,-4,0,-4,0,x,-4,-4,0,0,0,2,-4,-4,0,2,0,2,-4,-4,0,0,0,2,-4,-4,2,2,0,2,-4,-4,0,0,0,2,-4,-4,0,0,0,2,-4,-4,2,2,0,2
0,-3,0,-3,-3,-3,0,0,0,0,0,-4,0,2,2,-4,-2,-4,2,2,-2,0,2,-4,-2,-2,2,-4,-2,x,-4,3,x,0,x,2,3,2,-4,0,0,-4,2,-4,-4,0,0,0,2,-4,-4,0,2,0,2,-4,-4,0,0,0,2,-4,-4,2,2,0,2,-4,-4,0,0,0,2,-4,-4,0,0,0,2,0,0,2,2
-3,-3,-3,0,0,0,0,-4,0,2,0,-4,2,-4,-2,2,2,0,-2,-4,2,-2,-2,x,x,-4,x,0,2,0,-2,0,-4,0,4,0,0,x,2,3,-4,0,0,-4,2,-4,-4,0,0,0,2,-4,-4,0,2,0,2,-4,-4,0,0,0,2,-4,-4,2,2,0,2,-4,-4,0,0,0,2,0,0,0,0,0,2,0,0
0,0,0,-4,0,2,0,-4,0,-4,2,2,-2,0,2,-4,-2,-2,2,-2,-2,-4,2,-4,-2,0,-3,0,x,0,2,0,-2,0,x,0,4,0,4,-4,2,-4,3,0,0,0,x,-4,-4,0,0,0,2,-4,-4,0,2,0,2,-4,-4,0,0,0,2,-4,-4,2,2,0,2,-4,-4,0,0,0,2,0,0,0,0,0,2
0,2,0,-4,0,-4,0,2,2,0,-2,-4,2,-2,-2,-2,2,x,-2,-4,x,x,x,-3,2,0,-2,0,-4,0,-2,0,2,0,-4,-4,0,-4,4,0,4,4,x,-5,-4,3,0,0,2,-4,-4,0,0,0,2,-4,-4,0,2,0,2,-4,-4,0,0,0,2,-4,-4,2,2,0,2,-4,-4,0,0,0,2,0,0,0,0
0,-4,0,2,0,0,2,-4,-2,-2,2,-2,-2,x,2,-4,-2,-4,2,0,4,0,4,0,x,0,x,0,x,0,-4,-4,-4,-4,2,0,2,4,-5,0,-4,0,4,0,x,x,-4,3,x,0,2,-4,-4,0,0,0,2,-4,-4,0,2,0,2,-4,-4,0,0,0,2,-4,-4,2,2,0,2,-4,-4,0,0,0,2,0,0
0,0,0,-4,2,3,-2,-2,2,x,-2,-4,2,-4,-2,0,2,0,-2,0,2,0,2,0,4,0,-8,-4,-4,-4,0,2,2,-5,-5,0,x,4,x,0,-5,4,-4,0,-4,0,x,-4,-4,3,x,0,2,-4,-4,0,0,0,2,-4,-4,0,2,0,2,-4,-4,0,0,0,2,-4,-4,2,2,0,2,-4,-4,0,0,0,2
0,3,2,3,-2,-2,2,x,x,-4,x,0,-2,0,2,0,x,0,x,0,x,0,2,2,x,-4,x,2,x,-5,-2,0,-4,2,2,-5,0,0,-4,-4,-4,4,0,-4,-4,4,0,0,2,-4,-4,3,3,0,2,-4,-4,0,0,0,2,-4,-4,0,2,0,2,-4,-4,0,0,0,2,-4,-4,2,2,0,2,-4,-4,0,0
2,3,-2,-2,x,x,x,-4,-3,0,-2,0,0,0,0,0,2,0,0,2,0,-4,2,0,-2,2,0,0,-2,2,-5,0,0,-5,-4,x,3,-5,0,-4,-4,x,0,-4,2,x,-4,0,3,4,2,-4,-4,2,3,3,2,-4,-4,-4,0,0,2,-4,-4,0,2,0,2,-4,-4,0,0,0,2,-4,-4,2,2,0,2,-4,-4
