-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,-1,-8,0,2,0,-1,-8,0,0,0,0,-8,0,2,x,1,1,-2,0,0,0,0,2,2,-2,0,2,2,-2,0,0,2,2,0,0,0,2,2,0,0,2,0,2,0,0,2,2,0,0,2,2,4,0,0,0,2,0,5,2,0,5,5,0
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,1,-1,1,-1,x,-1,0,0,-2,-8,-1,x,0,0,0,0,0,0,0,-8,2,x,1,1,-2,0,2,0,-2,0,2,2,-2,0,2,2,-2,0,0,2,2,0,0,0,2,2,0,0,2,0,2,0,0,2,2,0,0,2,2,4,0,4,0,2,0,0,2,0,5
-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,-1,1,-1,0,-2,-8,-8,-1,0,9,0,0,0,0,0,0,0,0,0,2,x,1,x,-2,-2,0,2,0,-2,0,2,2,-2,0,2,2,-2,0,0,2,2,0,0,0,2,2,0,0,2,0,2,0,0,2,2,0,0,2,2,x,0,4,0,3,0,0,2
1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,x,-1,1,-1,x,2,0,-8,x,0,0,0,0,0,0,0,0,0,0,0,9,0,2,x,-2,0,x,0,-2,0,2,0,-2,0,2,2,-2,0,2,2,-2,0,0,2,2,0,0,0,2,2,0,0,2,0,2,0,0,2,2,0,0,2,2,0,0,0,0,3,3
-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,-1,-3,-1,1,-1,1,-2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,-2,0,2,0,-2,0,2,9,-2,2,2,0,-2,0,2,2,-2,0,2,2,-2,0,0,2,2,0,0,0,2,2,0,0,2,0,2,0,0,2,2,0,0,2,2,0,0,0,0
1,-1,1,-1,1,-1,1,-1,1,-1,x,-1,-3,-1,1,x,x,x,1,-2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,-2,0,2,0,-2,0,2,9,-2,0,2,0,-2,2,2,0,-2,0,x,2,-2,0,2,2,-2,0,0,2,2,0,0,0,2,2,0,0,2,0,2,0,0,2,2,0,0,2,2,0,0
-1,1,-1,1,-1,1,-1,1,-1,x,-1,-3,-1,0,0,1,1,-2,0,1,0,0,0,0,0,2,0,0,0,0,2,0,-2,0,2,0,-2,0,2,9,-2,0,2,0,-2,0,2,0,-2,2,x,0,-2,0,2,2,-2,0,2,2,-2,0,0,2,2,0,0,0,2,2,0,0,2,0,2,0,0,2,2,0,0,2,2
1,-1,1,-1,1,-1,1,-1,x,-1,-3,-1,0,0,1,-2,1,1,-2,0,1,0,0,0,0,0,0,2,2,0,-2,0,2,0,-2,0,2,9,-2,0,2,0,-2,0,2,0,-2,0,x,0,-2,2,2,0,-2,0,2,2,-2,0,2,2,-2,0,0,2,2,0,0,0,2,2,0,0,2,0,2,0,0,2,2,0,0
-1,1,-1,1,-1,1,-1,x,-1,-3,-1,0,1,-2,0,1,-2,1,1,-2,0,1,0,0,0,0,2,0,-2,2,2,0,-2,0,2,9,-2,0,2,0,-2,0,2,0,-2,0,x,0,-2,0,2,0,-2,2,2,0,-2,0,2,2,-2,0,2,2,-2,0,0,2,2,0,0,0,2,2,0,0,2,0,2,0,0,2,2
1,-1,1,-1,1,-1,x,-1,-3,-1,1,-2,0,1,-2,0,1,-2,1,1,-2,0,1,0,2,0,-2,0,2,0,-2,2,2,9,-2,0,2,0,-2,0,2,0,-2,0,x,0,-2,0,2,0,-2,0,2,0,-2,2,2,0,-2,0,2,2,-2,0,2,2,-2,0,0,2,2,0,0,0,2,2,0,0,2,0,2,0,0
-1,1,-1,1,-1,x,-1,x,x,x,-2,1,-2,0,1,-2,0,1,-2,1,1,-2,2,1,-2,2,2,0,-2,0,2,9,-2,2,2,9,-2,0,2,0,x,0,x,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,2,2,0,-2,0,2,2,-2,0,2,2,-2,0,0,2,2,0,0,0,2,2,0,0,2,0,2
1,-1,1,-1,1,-1,0,0,-2,1,-2,0,1,-2,0,1,-2,0,1,-2,x,1,-2,x,x,0,-2,2,2,0,-2,0,2,9,-2,2,2,9,-2,0,-6,0,-6,0,x,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,2,2,0,-2,0,2,2,-2,0,2,2,-2,0,0,2,2,0,0,0,2,2,0,0,2
-1,1,-1,1,-1,1,3,1,-2,0,1,-2,0,1,-2,0,1,-2,0,1,-2,0,1,0,-2,0,2,9,-2,2,2,0,-2,0,x,9,x,2,x,9,-2,0,9,0,4,0,x,0,-2,0,2,0,-2,0,2,0,-2,0,2,0,-2,2,2,0,-2,0,2,2,-2,0,2,2,-2,0,0,2,2,0,0,0,2,2,0
1,-1,1,x,1,x,x,0,1,-2,0,x,-2,0,1,-2,0,1,-2,0,1,0,-2,1,2,-2,-2,0,2,0,-2,2,2,0,-2,0,9,9,-2,x,0,9,4,0,9,0,-4,0,x,0,-2,9,2,4,-2,0,2,0,-2,0,2,0,-2,2,2,0,-2,0,2,2,-2,0,2,2,-2,0,0,2,2,0,0,0,2
-1,1,-1,1,0,1,1,-2,0,1,-2,0,1,-2,0,1,-2,0,1,0,-2,1,2,-2,x,1,x,0,-2,0,2,0,-2,-2,2,0,-2,0,4,9,4,0,-4,-2,-4,9,x,-2,4,0,x,0,-2,9,2,-2,-2,4,2,0,x,0,2,0,-2,2,2,0,-2,0,2,2,-2,0,2,2,-2,0,0,2,2,0,0
1,-1,1,-1,1,-2,1,1,-2,0,1,-2,0,1,-2,0,1,0,-2,1,0,-2,1,1,-2,0,-3,0,2,0,-2,-2,2,0,x,0,x,9,x,0,x,-2,4,9,4,-2,-2,9,x,0,-2,9,x,-2,x,9,x,0,-2,0,2,4,x,0,x,0,-2,2,2,0,-2,0,2,2,-2,0,2,2,-2,0,0,2,2
-1,1,x,x,x,1,-2,1,1,-2,0,1,-2,0,1,0,-2,1,0,-2,1,1,-2,x,1,2,2,-3,-2,-2,2,0,-2,0,2,9,0,0,0,-2,4,0,0,-2,-2,0,x,0,-3,9,-2,-2,9,9,-2,0,-3,0,0,0,9,0,-5,0,-5,4,2,0,-2,2,2,0,-2,0,2,2,-2,0,2,2,-2,0,0
0,0,1,1,-2,0,1,-2,1,1,-2,0,1,0,-2,1,0,-2,1,1,-2,1,x,-2,x,x,x,x,x,-3,-2,-2,2,9,-2,0,2,-2,4,0,0,-2,-2,0,x,-3,0,-2,x,-2,9,9,-2,-3,0,9,0,-5,9,-5,x,-2,9,-2,2,-3,-2,4,2,x,-2,2,2,0,-2,0,2,2,-2,0,2,2,-2
0,1,-2,1,1,-2,0,1,-2,1,1,-2,-2,1,0,-2,1,1,-2,1,1,-2,1,0,-2,0,-3,0,-2,-2,2,9,-2,0,2,-2,x,0,2,-2,-3,0,x,-3,-2,x,0,x,9,0,x,0,-5,0,-5,-5,-2,9,0,x,9,-2,x,-3,x,0,x,9,-2,4,2,x,-2,2,x,0,-2,0,2,2,-2,0,2
-2,0,1,-2,1,1,-2,0,1,-2,x,1,-2,-2,1,1,-2,1,1,-2,1,1,-2,-2,0,-2,-2,-2,x,9,-2,0,2,-2,-2,2,2,-3,0,0,x,0,-2,0,0,0,0,-5,0,-5,-5,-2,0,0,-2,0,0,9,0,-2,-3,-3,0,0,9,9,-4,0,2,9,-2,4,x,4,-2,2,x,0,-2,0,2,2,-2
1,-2,0,1,-2,1,1,-2,0,1,-2,-2,1,1,-2,1,1,-2,1,1,-2,x,1,-2,-2,-2,0,0,-2,0,2,-2,x,0,x,-3,-2,2,5,-3,-2,0,-5,0,-5,-5,-2,0,0,-2,0,0,-2,9,0,0,-2,x,-3,0,9,x,-4,9,2,0,x,9,x,-3,2,0,-2,x,9,4,-2,-3,x,0,-2,0,2
0,1,-2,0,1,-2,1,1,-2,-2,1,1,-2,1,1,-2,1,1,-2,1,1,-2,-2,x,0,-2,-2,0,0,-2,0,0,4,0,4,-2,-3,x,-2,x,-5,2,-2,2,x,-2,0,-2,0,9,-2,9,0,0,-2,-3,0,9,-4,-4,0,9,9,0,0,9,3,0,2,9,-2,0,x,0,x,0,9,0,-2,4,0,-2,0
-2,0,1,-2,0,1,-2,x,1,x,-2,1,1,-2,1,1,-2,1,1,-2,x,1,-2,-2,-2,0,0,-2,0,4,4,0,4,2,0,x,x,-2,x,0,-2,2,0,x,0,x,0,x,-2,0,0,0,-3,0,-4,-4,-4,9,9,9,9,0,0,0,0,0,x,9,-2,3,x,-6,-2,0,9,3,-2,0,9,-2,0,0,0
1,-2,0,1,-2,0,1,0,-2,1,1,-2,1,1,-2,1,1,-2,1,1,-2,-2,x,0,-2,-2,0,0,0,0,0,4,0,4,4,-4,4,0,-2,0,0,0,0,2,0,0,-2,0,0,-3,-4,-4,-4,-4,0,0,0,9,0,0,0,0,0,9,0,7,7,x,9,9,-2,0,3,0,-2,0,9,-2,3,0,0,0,0
0,1,-2,0,1,0,-2,1,1,-2,1,1,-2,1,1,-2,1,1,-2,x,1,-2,-2,-2,0,0,0,4,0,0,0,-4,4,0,0,4,-2,4,4,-4,4,0,-2,0,-2,2,x,3,-4,-4,-4,0,0,0,0,0,0,0,0,0,0,9,0,7,9,0,9,0,x,0,9,0,x,7,7,-2,0,x,9,-2,0,3,0
-2,0,1,0,-2,1,1,-2,1,1,-2,1,1,-2,1,1,-2,1,1,-2,-2,x,0,x,0,4,0,-4,0,0,4,4,0,0,-2,-4,4,0,4,4,-2,-2,x,2,x,-4,2,2,2,0,3,-4,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,0,x,9,7,x,0,9,0,-3,0,9,7,7,-2
0,0,-2,1,1,-2,1,1,-2,1,1,-2,1,1,-2,1,1,-2,x,1,-2,-2,0,-4,0,0,0,4,4,4,0,-4,-2,0,4,4,0,2,-2,x,4,x,4,x,-2,x,0,x,2,2,2,2,0,-13,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9,-3,0,0,9,9,7,x,7,0
-2,0,1,-2,1,1,-2,1,1,-2,1,1,-2,1,1,-2,1,1,-2,x,1,0,-2,4,-4,0,4,-4,0,0,-2,4,4,4,0,-4,-2,0,x,-2,-13,0,-2,0,4,0,-4,0,-2,2,2,2,2,2,0,0,0,-13,0,0,0,0,9,0,0,0,0,0,0,0,0,-3,0,0,9,0,0,0,0,0,0,0,9
1,-2,0,1,-2,1,1,-2,1,1,-2,1,1,-2,1,1,-2,1,1,-2,x,1,4,x,4,-4,-2,x,-2,-2,4,-4,0,-4,-2,4,x,3,-13,-4,-2,0,x,0,x,0,-2,0,x,0,x,2,x,2,2,2,0,0,0,9,0,-13,0,0,0,0,0,0,-3,0,0,9,0,0,0,0,0,0,0,0,0,0,0
0,1,-2,0,1,-2,1,1,-2,1,1,-2,1,1,-2,1,1,x,1,1,-2,-4,x,-4,-2,x,x,2,4,-4,-2,x,-2,0,x,x,-13,0,-2,4,3,3,0,-4,-2,0,0,0,-13,0,0,0,0,2,0,2,4,2,0,0,0,0,0,0,0,-3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,0,0
-2,0,1,-2,0,1,-2,1,1,-2,1,1,-2,1,1,-2,x,2,-2,x,1,x,-2,x,-4,-3,4,3,-2,2,-2,0,x,0,4,4,x,0,0,x,0,0,-2,x,3,3,0,-4,0,0,0,0,0,0,0,2,0,2,0,2,4,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0
1,-2,0,1,-2,0,1,-2,1,1,-2,1,1,-2,1,1,-2,0,0,2,x,-2,x,2,x,x,-2,0,-2,0,x,2,-2,0,0,0,0,0,4,4,-7,0,0,-4,0,0,0,3,3,0,0,0,0,0,0,0,0,2,0,x,0,2,0,0,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,-2,0,1,-2,0,1,-2,1,1,-2,1,1,-2,1,1,-3,0,-2,0,2,0,-2,-2,2,-2,0,0,0,-2,0,0,-6,0,4,0,0,0,-4,0,0,4,4,0,0,-4,-4,0,-15,3,3,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2,0,1,-2,0,1,-2,0,1,-2,1,1,-2,1,x,x,x,x,-3,2,-2,-2,-2,2,-2,-2,0,4,-2,0,0,3,0,0,-15,-4,0,0,4,4,0,0,-4,-4,0,0,4,4,0,-4,-4,-4,0,3,3,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,-2,0,1,-2,0,1,-2,0,1,-2,1,1,-2,1,-3,3,-5,-2,x,-2,2,-2,x,0,2,-2,-2,0,-2,4,x,0,0,x,4,-15,0,-4,-4,4,0,4,4,0,-4,-4,-4,0,0,4,4,0,-4,-4,-4,3,3,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,-2,0,1,-2,0,1,-2,0,1,x,x,x,x,x,x,0,x,3,-2,x,0,2,-2,-2,0,x,0,-2,0,4,-15,0,5,-4,0,0,x,4,0,-4,-4,-4,4,0,4,4,0,-4,-4,-4,0,0,4,4,0,0,-4,6,3,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
-2,0,1,-2,0,1,-2,0,1,0,0,1,0,0,0,0,0,-15,-2,0,0,2,-3,-2,0,2,0,4,0,0,0,-4,0,0,0,4,0,-4,-4,x,0,0,4,4,0,-4,-4,-4,4,0,4,4,0,0,-4,-4,0,0,4,4,0,5,-4,3,0,6,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
1,-2,-15,1,-2,0,1,0,0,1,0,0,1,0,0,-15,-2,0,-15,-3,0,-2,0,x,0,x,0,x,0,-4,0,4,0,-4,-4,-4,0,0,4,4,0,-4,-4,-4,0,0,4,4,0,0,-4,-4,4,0,4,4,0,0,-4,-4,0,0,4,4,0,0,2,6,0,2,0,6,0,2,0,0,0,0,0,0,0,0,0
-15,1,-2,-15,1,0,-2,1,0,0,1,0,0,-3,-2,-15,x,-3,-2,x,0,0,-2,0,0,-4,0,4,0,-4,-4,-4,0,0,4,4,0,-4,-4,-4,0,0,4,4,0,0,-4,-4,0,0,4,4,0,0,-4,-4,4,0,4,4,0,0,-4,-4,4,4,4,4,2,x,0,2,0,6,0,2,0,6,0,0,0,0,0
x,0,x,0,-2,1,0,-2,1,0,-3,-3,-2,0,-3,-3,-2,0,0,0,-2,-4,0,4,0,-4,-4,-4,0,0,4,4,0,-4,-4,-4,0,0,4,4,0,0,-4,-4,0,0,4,4,0,0,-4,-4,0,0,4,4,0,0,-4,-4,4,0,4,4,0,0,x,-4,4,4,3,4,0,2,0,0,0,2,0,6,0,2,0
