0,1,1,1,0,-1,0,0,-1,0,1,0,0,0,0,1,0,1,-1,1,0,0,1,0,0,0,-1,0,0,0,-1,0,-1,1,-1,-1,1,0,0,1,0,-1,0,-1,0,0,1,0,0,0,0,0,1,0,-1,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1,0,-1,0,0,0,-1,0,0,0,0,0,1
0,0,1,1,-2,0,0,-1,0,0,0,1,0,0,0,0,1,-1,1,-1,1,0,0,1,0,-1,0,0,0,-1,0,-1,1,-1,x,-1,0,1,0,0,-2,0,-1,0,0,0,0,1,0,0,0,0,0,-2,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,0,0,-2,0,0,0,-1,0,0,0,0,0,0,0
0,1,-2,1,1,-2,-1,0,0,0,0,0,1,0,0,1,-1,1,-1,1,-1,1,0,0,-2,0,0,0,-1,0,-1,1,-1,1,-1,0,0,0,-3,0,0,-1,0,0,0,0,0,0,1,0,0,-2,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,-3,0,0,0,0,-1,0,0,0,0,0,0,0,0
-2,0,1,-2,x,x,-2,-1,0,0,0,0,0,1,1,-1,1,-1,1,-1,1,-1,-3,0,0,0,0,-1,0,-1,1,-1,1,-1,1,4,0,0,0,0,-1,0,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,x,1,1,1,-3,0,0,-1,0,0,0,0,0,0,0,0,0
1,-2,0,1,-2,-1,-1,0,0,0,0,0,0,1,x,1,-1,1,-1,x,-1,x,-1,0,0,0,-1,0,-1,1,-1,1,-1,1,-1,1,0,0,1,-5,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,-3,1,1,1,-3,-1,0,0,0,0,0,0,0,0,0,0
0,1,-2,-1,x,-1,-1,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,0,-1,0,0,0,-1,0,-1,1,-1,1,-1,1,x,x,-1,1,0,-5,1,-5,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,-3,0,0,1,-3,x,x,x,-3,-1,0,0,0,0,0,0,0,0,0
-2,-1,x,0,-1,-1,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,0,0,0,-1,0,-1,1,-1,1,-1,1,-1,-3,-3,-5,0,1,-3,-5,x,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,-3,0,0,1,-3,-1,0,-1,0,0,0,0,0,0,0,0,0,0
-1,0,0,-1,-1,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,0,-1,0,-1,1,-1,1,x,x,x,x,x,x,-3,-5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,3,1,-3,-3,0,x,0,-1,0,0,0,0,0,0,0,0,0,0,0
0,0,-1,-1,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,-1,1,-1,1,-1,1,0,-5,-3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,x,x,3,1,x,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0
0,-1,-1,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,-1,1,x,-2,0,0,-3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,3,1,3,1,0,0,0,0,4,0,0,0,0,0,0,0,0
-1,-1,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,-2,1,-3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,3,1,3,1,3,0,0,0,0,0,0,4,0,0,0,0
-1,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,2,1,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,3,1,3,1,3,1,3,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,3,1,3,1,3,1,3,1,3,0,0,0,0,0
0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,2,2,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,0,0
0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,2,2,8,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1
0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,0,2,2,0,0,0,0,2,0,8,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,1,3,1,3,1,3,1,3,1,3,1,3
