1,-3,0,0,1,-3,0,0,1,-3,0,0,1,-3,1,0,1,-3,0,0,0,0,0,0,0,1,x,x,1,-2,0,0,1,x,1,-1,1,x,x,x,1,-2,1,0,-16,0,-16,3,0,0,0,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0
0,1,-3,0,0,1,-3,0,0,1,-3,0,0,1,-3,1,0,1,-3,0,0,0,0,0,0,0,1,-2,-16,1,-16,0,0,1,-1,1,-1,1,1,-2,0,1,0,1,0,-16,0,0,0,0,3,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0
0,0,1,-3,0,0,1,-3,0,0,1,-3,-16,1,x,-3,1,0,1,-3,0,0,0,0,1,-2,0,x,-16,-16,1,0,1,-1,1,-1,1,x,1,1,-2,0,1,0,1,0,-16,0,0,0,0,0,0,3,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-3,0,0,1,-3,0,0,1,-3,0,0,1,x,-16,1,1,-3,1,0,1,-3,0,1,-2,0,1,0,0,0,0,-16,1,-1,1,-1,1,-1,1,-2,1,1,-2,0,1,0,1,0,-16,0,0,0,0,0,1,x,1,x,1,-1,1,-1,1,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
x,-3,0,0,1,-3,0,0,1,0,0,0,1,-3,-16,1,1,-3,1,1,1,-2,0,1,0,0,1,0,0,0,1,x,1,-1,1,x,x,x,1,-2,1,1,-2,0,1,0,1,0,-16,0,0,0,0,0,1,0,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,x,-3,0,0,1,0,0,0,1,-3,0,0,1,-3,0,1,1,1,x,1,1,-2,0,1,0,0,1,0,0,0,1,x,1,-1,1,1,-2,0,1,-2,1,1,-2,0,1,0,1,0,-16,0,0,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,1,-3,0,0,1,-3,0,0,1,0,0,1,1,1,-2,1,1,-2,0,1,0,0,1,0,0,0,1,x,1,x,1,1,-2,0,1,-2,1,1,-2,0,1,0,1,0,-16,0,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,1,-3,0,0,1,-3,0,0,1,0,0,0,1,0,1,x,1,1,-2,1,1,-2,0,1,0,0,1,0,0,0,1,-16,1,-2,1,1,-2,0,1,-2,1,1,-2,0,1,0,1,0,-16,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
1,-3,0,0,1,-3,0,0,1,0,0,0,1,0,0,0,1,1,2,-2,x,1,-2,1,1,-2,0,1,0,0,1,0,0,1,x,-16,1,-2,1,1,-2,0,1,-2,1,1,-2,0,1,0,1,0,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,1,-3,0,0,1,0,0,0,1,0,0,0,1,0,1,0,x,1,x,-2,-2,1,-2,1,1,-2,0,1,0,0,1,0,-16,1,-2,-16,1,-2,1,1,-2,0,1,-2,1,1,-2,0,1,-2,-2,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,-16,-2,-2,x,-2,-2,1,-2,1,1,-2,0,1,0,0,1,-2,-16,1,-2,-16,1,-2,1,1,-2,0,1,-2,1,1,-2,-2,x,-1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
1,-16,0,4,0,0,0,1,0,0,0,1,0,0,0,1,-2,x,-16,-2,-2,x,-2,-2,1,-2,1,1,-2,0,1,-2,-16,1,-2,-16,1,-2,-16,1,-2,1,1,-2,0,1,-2,x,1,-2,2,-1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,1,-16,0,4,0,0,4,1,0,0,0,1,1,-2,0,x,-2,-2,-16,-2,-2,x,-2,-2,1,-2,1,1,-2,-16,1,-2,-16,1,-2,-16,1,-2,-16,1,-2,1,1,-2,0,1,-2,2,x,-1,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,1,-16,0,3,0,0,4,1,0,4,-2,x,x,-2,-2,-16,-2,-2,-16,-2,-2,x,-2,-2,1,-2,x,1,-2,-16,1,-2,-16,1,-2,-16,1,-2,-16,1,-2,1,1,-2,2,x,0,-2,2,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,-16,0,x,-16,0,3,0,3,x,2,0,4,-2,-2,x,-2,-2,-16,-2,-2,-16,-2,-2,x,-2,-2,1,-2,-16,1,-2,-16,1,-2,-16,1,-2,-16,1,-2,-16,1,-2,1,1,-2,-2,2,2,0,-1,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,-16,0,-2,-16,0,-2,2,3,4,2,x,x,x,-2,x,-2,-2,-16,-2,-2,-16,-2,-2,x,-2,x,1,-2,-16,1,-2,-16,1,-2,-16,1,-2,-16,1,-2,-16,1,-2,x,1,-2,x,-2,-2,2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,-2,-16,0,-2,-16,0,-2,0,2,0,-4,-4,-4,-2,-2,-16,-2,-2,-16,-2,-2,-16,-2,-2,x,-2,-2,1,-2,-16,1,-2,-16,1,-2,-16,1,-2,-16,1,-2,-16,1,-2,0,x,-2,2,2,-1,x,x,x,-1,1,-1,1,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-2,-16,0,-2,-16,0,x,-16,-4,-2,-4,-2,x,-2,x,-16,x,-2,-16,-2,-2,-16,-2,-2,-16,-2,-2,x,-2,x,1,-2,-16,1,-2,-16,1,-2,-16,1,-2,-16,1,-2,-16,1,-2,2,2,0,-1,2,2,-1,-1,1,-1,1,-1,1,-1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,-2,-16,0,x,-16,-4,-2,-16,-2,-2,-2,0,0,0,-2,-16,-2,-2,-16,x,-2,x,-2,-2,-16,-2,-2,x,-2,-2,1,-2,-16,1,-2,-16,1,-2,-16,1,-2,-16,1,-2,-16,1,x,-2,-2,2,2,-1,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-16,0,x,-16,0,-2,0,-2,-2,x,0,-2,0,-2,0,-2,-2,-16,0,-2,-16,-2,-2,-16,-2,-2,-16,-2,-2,x,-2,-16,1,-2,-16,1,-2,-16,1,-2,-16,1,-2,-16,1,0,x,-2,2,x,0,-1,2,2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,-16,0,-2,-16,-2,-2,-16,0,-2,-16,-2,-2,-2,-2,-16,0,-2,-16,-2,-2,-16,-2,-2,-16,-2,-2,-16,-2,-16,1,-2,0,1,-2,-16,1,-2,-16,1,-2,-16,1,0,-16,-3,0,0,0,0,-3,2,2,-1,x,x,x,-1,1,-1,1,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,-2,-16,-2,-2,-16,0,-2,-16,-2,-2,x,-2,-16,0,-2,0,-2,-2,-16,-2,-2,-16,-2,-2,-16,-2,-16,x,-2,0,1,-2,-16,1,-2,-16,1,-2,-16,1,-16,x,1,0,-16,-3,-3,2,0,2,0,-1,2,2,-1,-1,1,-1,1,-1,1,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,-2,-2,-16,0,-2,-16,-2,-2,-16,-2,-16,0,-2,0,-2,-2,-16,-2,-2,-16,-2,-2,-16,x,-16,0,-2,0,x,-2,-16,1,-2,-16,1,-2,-16,1,0,-16,1,-16,x,-2,0,-16,-3,0,2,2,-1,2,2,-1,x,x,-1,1,-1,1,-1,1,-1,0,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-2,-16,0,-2,-16,-2,-2,-16,-2,-16,0,-2,0,-2,-2,-16,-2,-2,-16,-2,-2,-16,0,0,-16,x,-16,0,-2,-16,x,-2,-16,1,-2,-16,1,0,-16,1,0,0,x,0,x,-3,0,0,2,0,-1,2,2,-1,2,2,-1,1,-1,1,-1,1,-1,1,-1,0,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,-2,-16,-2,-2,-16,-2,0,-16,-2,-16,-2,-2,-16,-2,-2,-16,-2,-2,-16,0,0,-16,0,0,0,-2,-16,0,-2,-16,1,-2,-16,1,0,-16,1,0,0,1,0,-3,0,0,0,0,2,0,-1,2,0,-1,2,2,-1,x,x,x,-1,1,-1,1,-1,1,-2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-16,-2,-2,-16,-2,0,-16,-2,0,-2,-2,-16,-2,-2,-16,-2,-2,-16,0,0,-16,0,0,0,-2,-16,0,-2,-16,1,-2,-16,1,0,-16,1,0,0,1,-3,0,1,0,0,0,0,2,0,-1,2,0,-1,2,0,-1,2,2,-1,-1,1,-1,1,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-2,-16,-2,0,-16,-2,0,-2,-2,-16,-2,-2,-16,-2,-2,-16,0,0,-16,0,0,0,-2,-16,0,-2,-16,1,-2,-16,1,0,-16,1,0,1,3,0,0,1,0,0,1,0,0,2,0,-1,2,0,-1,2,0,-1,2,2,-1,x,x,-1,1,-1,1,0,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-2,0,-16,-2,0,-2,-2,-16,-2,-2,-16,-2,-2,-16,0,0,-16,0,0,0,-2,-16,0,-2,-16,1,-2,-16,1,0,-16,1,0,0,1,0,1,3,1,3,1,0,0,1,2,0,-1,2,0,-1,2,0,-1,2,0,-1,2,2,-1,1,-1,1,-1,1,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-16,-2,0,-2,-2,-16,-2,-2,-16,-2,-2,-16,0,0,-16,0,0,0,-2,-16,0,-2,-16,1,-2,-16,1,0,-16,1,0,0,1,0,0,1,0,1,3,1,3,1,3,2,1,-2,2,0,-1,2,0,-1,2,0,-1,2,2,-1,x,x,x,-1,1,-1,-2,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,-2,-2,-16,-2,-2,-16,-2,-2,-16,0,0,-16,0,0,0,-2,-16,0,-2,-16,1,-2,-16,1,0,-16,1,0,0,1,0,0,1,0,0,1,0,1,3,x,x,x,x,x,x,0,-2,2,0,-1,2,0,-1,2,0,-1,2,2,-1,-1,x,x,1,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-2,-16,-2,-2,-16,-2,-2,-16,0,0,-16,0,0,0,-2,-16,0,-2,-16,1,-2,-16,1,0,-16,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,3,0,0,-2,2,2,0,-1,2,0,-1,2,0,-1,2,2,-1,x,2,-1,0,0,1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-2,-2,-16,-2,-2,-16,0,0,-16,0,0,0,-2,0,0,-2,-16,1,-2,-16,1,0,-16,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,2,0,1,-2,1,3,2,0,-2,2,0,-1,2,0,-1,2,0,-1,2,2,-1,0,2,-1,1,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
-16,-2,-2,-16,0,0,-16,0,0,0,-2,0,0,-2,-16,1,-2,-16,1,0,-16,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,2,2,x,x,1,-2,-2,x,0,-2,2,0,-1,2,0,-1,2,0,-1,2,2,-1,2,2,2,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-2,-16,0,0,-16,0,0,0,-2,0,0,-2,0,1,-2,-16,1,0,-16,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,3,3,-2,1,0,-2,2,2,0,-1,2,0,-1,2,0,-1,2,0,-1,2,2,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,-16,0,0,0,-2,0,0,-2,0,1,-2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,x,3,1,x,-2,-2,x,-2,-2,2,0,-1,2,0,-1,2,0,-1,2,0,0,2,2,0,0,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,-2,0,0,-2,0,1,-2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,x,1,0,x,-2,3,-2,-2,2,2,0,-1,2,0,-1,2,0,-1,2,0,0,2,0,0,2,-3,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,0,-2,0,0,-2,0,1,-2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,-3,3,-2,-2,0,3,x,0,-2,2,0,-1,2,0,-1,2,0,0,2,2,-3,3,0,x,x,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1
-2,0,0,-2,0,1,-2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,2,0,-2,-2,-2,0,3,3,0,-2,2,x,0,-1,2,0,-1,2,2,0,3,0,0,2,2,2,0,4,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1,-1,1
0,-2,0,1,-2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,-2,-2,x,0,x,3,0,-2,0,3,3,0,-3,2,0,-1,2,0,0,2,2,2,3,3,0,2,2,x,x,x,1,x,x,-1,1,-1,1,-1,1,-1,1,-1
0,1,-2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,-2,-2,0,3,0,-2,0,-2,3,3,3,-3,x,-3,x,3,-1,x,2,0,2,0,0,2,2,2,2,3,3,2,2,0,0,1,-1,1,-1,1,-1,1,-1,1,-1,1
-2,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,-2,-2,0,3,0,-2,0,x,3,3,x,0,-3,3,2,3,-3,-1,-3,3,3,-1,2,0,2,0,0,2,2,2,2,x,3,3,3,-1,1,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,-2,-2,0,3,0,-2,0,0,3,0,-2,-3,3,-3,3,-3,-1,-3,x,-3,3,x,-1,x,3,2,x,0,2,0,0,2,2,2,2,x,x,x,x,x,-1,1,-1,1,-1,1,-1,1
0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,-2,-2,0,3,0,-2,0,3,3,-2,x,3,-3,x,-3,x,-3,x,-3,3,-3,0,-3,-1,0,3,0,0,0,3,0,0,2,0,0,2,2,2,2,0,0,-1,1,-1,1,-1,1,-1,1,-1
0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,-2,-2,0,3,0,-2,0,0,-2,-2,x,-3,-2,x,-2,-3,3,-3,3,-3,0,-3,-1,0,x,0,0,-3,0,0,3,0,0,3,3,0,2,0,0,2,2,2,-3,1,-1,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,-2,-2,0,3,0,-2,0,0,3,-2,x,-3,-2,0,x,2,-3,x,-3,0,-3,x,0,x,-3,0,-3,0,0,0,0,0,0,0,0,3,0,3,3,3,2,-3,1,x,x,x,x,x,1,-1,1,-1,1,-1
0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,-2,-2,0,3,0,-2,0,3,3,-2,x,0,-2,3,0,-3,-3,-3,0,2,0,0,-3,-3,0,-3,0,0,0,0,0,0,0,0,0,0,0,3,3,2,x,3,3,x,x,6,-3,0,0,1,-1,1,-1,1,-1,1
0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,-2,-2,0,3,0,-2,0,0,3,-2,-2,0,3,3,x,-3,-3,0,3,0,-3,-3,-3,2,-3,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,x,x,-3,3,3,6,0,-3,-1,1,x,1,-1,1,-1
0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,3,0,-2,-2,0,3,0,-2,0,0,3,-2,-2,3,3,3,-3,x,0,3,3,-3,-3,-3,0,x,0,-3,-3,2,0,0,-3,0,0,0,0,0,0,0,0,0,0,3,0,0,-3,0,-3,3,0,-3,x,-2,x,-3,0,2,x,1,-1,x
0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,3,0,-2,-2,0,3,0,-2,0,0,3,-2,x,0,0,x,0,-2,3,3,-3,-3,-3,0,3,3,-3,-3,-3,0,0,-3,0,2,0,0,-3,0,0,0,0,0,3,0,0,-3,0,-3,3,0,-3,-3,-2,-2,2,0,0,0,0,0,2,x,1,-1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,-2,-2,0,3,0,-2,0,0,3,-2,-2,0,0,3,0,6,3,-3,-3,-3,0,3,3,-3,-3,-3,0,3,x,0,-3,-3,0,-3,0,2,0,0,-3,3,0,0,-3,0,-3,3,0,-3,-3,-2,-2,x,0,-3,-3,0,2,0,0,0,0,2,x,1
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,-2,-2,0,3,0,-2,0,0,3,-2,-2,0,0,3,6,x,-3,-3,x,0,x,3,-3,x,-3,0,x,3,0,-3,-3,0,x,0,0,-3,0,-3,3,2,0,-3,-3,-3,3,0,-3,-3,-2,-2,x,0,-3,-3,0,0,0,0,0,0,2,0,0,0,2,2
0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-2,-2,0,3,0,-2,0,0,3,-2,-2,0,3,3,0,x,-3,0,3,0,3,-3,6,-3,0,-3,3,0,-3,-3,0,0,3,0,-3,-3,-3,3,2,0,-3,-3,-3,x,0,-3,-3,-2,-2,x,0,-3,-3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
0,0,0,0,0,0,0,0,0,0,0,3,0,-2,-2,0,3,0,-2,0,0,3,-2,-2,0,3,3,0,x,0,3,3,3,-3,2,-3,3,-3,3,-3,-3,-3,0,6,3,0,-3,-3,-3,3,x,0,-3,-3,-3,x,0,-3,-3,-2,-2,-2,0,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
0,0,0,0,0,0,0,0,0,3,0,-2,-2,0,3,0,-2,0,0,3,-2,-2,0,0,3,0,-2,3,3,3,-3,2,-3,3,x,3,x,x,-3,x,6,3,-3,-3,-3,-3,x,3,0,x,-3,-3,x,0,-3,-3,-2,-2,-2,-2,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,3,0,-2,-2,0,3,0,-2,0,0,3,-2,-2,0,0,3,0,x,3,3,x,0,x,3,3,3,x,2,-3,3,0,3,-3,-3,-3,-3,0,3,0,6,-3,-3,-3,3,-3,-3,3,-2,-2,-2,x,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3,0,-2,-2,0,3,0,-2,0,0,3,-2,-2,0,0,3,0,-2,0,0,3,0,0,3,3,0,0,-3,3,3,3,x,2,-3,x,0,3,-3,6,-3,-3,-3,x,-3,-3,x,x,x,x,-2,-3,x,-3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,3,0,-2,-2,0,3,0,-2,0,0,3,-2,-2,0,0,3,0,-2,0,0,3,0,-2,3,0,3,-3,0,3,3,0,0,-3,3,3,3,-3,6,-3,-3,-3,3,-3,-3,-3,0,6,0,0,5,0,-3,-3,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,0,-2,-2,0,3,0,-2,0,0,3,-2,-2,0,0,3,0,-2,0,0,3,0,x,0,0,x,0,-2,3,0,3,-3,3,3,3,-3,6,-3,x,x,3,-3,x,-3,0,6,3,0,-3,-3,-3,-3,-2,-2,6,0,5,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-2,-2,0,3,0,-2,0,0,3,-2,-2,0,0,3,0,-2,0,0,3,0,-2,0,0,3,0,-7,0,0,-3,3,0,3,-3,3,-3,3,3,3,-3,3,-3,0,6,3,0,-3,-3,-3,-3,x,-2,x,-3,0,-3,0,-3,0,0,0,6,5,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2,0,0,0,-2,0,0,3,-2,-2,0,0,3,0,-2,0,0,3,0,x,0,0,-3,-7,-2,0,-3,3,0,x,-3,0,-3,3,0,3,-3,3,-3,3,x,3,-3,x,-3,-3,x,3,-2,x,-3,0,-3,0,-3,0,0,0,0,0,0,0,-3,0,0,0,0,x,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0
0,0,-2,0,0,0,-2,-2,0,0,3,0,-2,0,0,3,-7,-2,0,-3,3,-2,-2,-3,3,3,0,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,3,-3,x,0,3,-3,-2,-3,0,-3,3,-3,0,-3,0,0,0,0,0,-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-2,0,0,0,-2,-2,0,0,0,-7,-2,0,-3,3,0,-2,-3,x,2,-2,x,3,3,3,-3,-2,-3,3,3,3,-3,0,-3,3,0,3,-3,0,-3,3,0,3,-3,-3,x,0,-3,x,-3,-2,-3,0,0,3,0,0,-3,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
